dispute_id,order_id,reason_code,dispute_date,days_to_dispute,status,true_win_probability,outcome_true,correct_relevant_chunk_id,expected_trajectory,prior_dispute_count_at_time,is_unknown_reason_edge_case,customer_id,amount,item_category,purchase_date,delivery_confirmed,delivery_date,otp_auth_confirmed,shipping_billing_match,prior_complaint_on_file,win_probability,days_left,decision,ev_fight,ev_diff,priority_score
DSP-11741,ORD-02541,unauthorized_transaction,2026-07-17,12,pending,0.2922,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,0,False,CUST-03887,1032.5,home_goods,2026-07-05,True,2026-07-14,False,True,False,0.3213597,8,MANUAL_REVIEW,31.80388405919075,31.80388405919075,0.27755033557046727
DSP-12763,ORD-16085,unauthorized_transaction,2026-07-27,1,pending,0.2006,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,1,False,CUST-02758,223.44,home_goods,2026-07-26,True,2026-07-28,False,True,False,0.27233976,19,CONCEDE,-239.1484037446976,-239.1484037446976,0.02497073825503324
DSP-14533,ORD-15237,unauthorized_transaction,2026-08-16,11,pending,0.354,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,0,False,CUST-02288,375.31,groceries,2026-08-05,False,,True,False,False,0.36906043,9,CONCEDE,-161.48793116122485,-161.48793116122485,0.2310863087248315
DSP-04255,ORD-08347,item_not_received,2026-05-01,11,pending,0.1774,True,RULE_ITEM_NOT_RECEIVED,retry_needed,2,False,CUST-04402,224.06,apparel,2026-04-20,False,,True,True,False,0.14893189,9,CONCEDE,-266.6303205639124,-266.6303205639124,0.22499570469798627
DSP-03055,ORD-05594,item_not_received,2026-04-19,22,pending,0.4809,False,RULE_ITEM_NOT_RECEIVED,clean_concede,2,False,CUST-04198,293.67,electronics,2026-03-28,True,2026-04-06,False,True,False,0.5599679,0,MANUAL_REVIEW,-135.55423400759696,-135.55423400759696,0.40779879194630825
DSP-10823,ORD-06452,unauthorized_transaction,2026-07-08,22,pending,0.5409,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,2,False,CUST-00560,314.22,groceries,2026-06-16,True,2026-06-24,True,True,False,0.615099,0,MANUAL_REVIEW,-106.72358818173407,-106.72358818173407,0.40862630872483163
DSP-07823,ORD-07605,unauthorized_transaction,2026-06-07,23,pending,0.6422,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False,CUST-05840,255.61,groceries,2026-05-15,True,2026-05-23,True,True,False,0.7186217,0,MANUAL_REVIEW,-116.31311462461949,-116.31311462461949,0.4062661744966439
DSP-13639,ORD-05242,duplicate_charge,2026-08-05,9,pending,0.3357,False,RULE_DUPLICATE_CHARGE,clean_concede,1,False,CUST-03746,841.05,electronics,2026-07-27,False,,True,True,False,0.3244474,11,MANUAL_REVIEW,-27.12351976633073,-27.12351976633073,0.20984093959731343
DSP-11048,ORD-03739,item_not_received,2026-07-10,15,pending,0.2751,False,RULE_ITEM_NOT_RECEIVED,clean_concede,4,False,CUST-00376,724.37,digital_goods,2026-06-25,True,2026-07-01,False,False,False,0.2464099,5,MANUAL_REVIEW,-121.50806578159333,-121.50806578159333,0.3251424161073809
DSP-14473,ORD-10743,unauthorized_transaction,2026-08-15,22,pending,0.6371,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,1,False,CUST-03498,1788.16,groceries,2026-07-24,True,2026-08-01,True,True,False,0.6034169,0,FIGHT,779.0059991455078,779.0059991455078,0.4679795973154317
DSP-04912,ORD-17216,unauthorized_transaction,2026-05-08,3,pending,0.1665,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,5,False,CUST-04150,293.81,electronics,2026-05-05,True,2026-05-12,False,True,False,0.26471093,17,CONCEDE,-222.2252807840705,-222.2252807840705,0.06780442953020083
DSP-02176,ORD-06875,not_as_described,2026-04-10,22,pending,0.5985,False,RULE_NOT_AS_DESCRIBED,clean_fight,0,False,CUST-03270,683.98,electronics,2026-03-19,True,2026-03-28,True,True,False,0.63382983,0,MANUAL_REVIEW,133.5269285440445,133.5269285440445,0.42351597315436085
DSP-03594,ORD-18815,unauthorized_transaction,2026-04-25,20,pending,0.6398,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False,CUST-01506,761.97,home_goods,2026-04-05,True,2026-04-07,True,True,False,0.6964283,0,FIGHT,230.6574709510803,230.6574709510803,0.4266565100671123
DSP-06832,ORD-01693,unauthorized_transaction,2026-05-28,7,pending,0.5603,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False,CUST-03392,258.16,apparel,2026-05-21,False,,True,True,False,0.5245274,13,CONCEDE,-164.588013920784,-164.588013920784,0.14636885906040226
DSP-13648,ORD-15904,duplicate_charge,2026-08-05,8,pending,0.3913,False,RULE_DUPLICATE_CHARGE,clean_concede,2,False,CUST-00236,282.07,apparel,2026-07-28,False,,True,True,False,0.26117828,12,CONCEDE,-226.3294411829114,-226.3294411829114,0.16733167785234854
DSP-14039,ORD-18531,unauthorized_transaction,2026-08-09,21,pending,0.2722,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,1,False,CUST-04801,144.0,apparel,2026-07-19,True,2026-07-26,False,True,False,0.2505452,0,CONCEDE,-263.9214906692505,-263.9214906692505,0.4017718120805368
DSP-09475,ORD-01622,unauthorized_transaction,2026-06-24,13,pending,0.6453,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,1,False,CUST-01742,833.82,electronics,2026-06-11,True,2026-06-13,True,True,False,0.7128257,7,FIGHT,294.3683381330967,294.3683381330967,0.28954979865771613
DSP-03561,ORD-02838,unauthorized_transaction,2026-04-24,2,pending,0.0949,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,0,False,CUST-03787,455.42,groceries,2026-04-22,False,,False,True,False,0.13843203,18,CONCEDE,-236.95528676033018,-236.95528676033018,0.0543122147650997
DSP-07022,ORD-12138,duplicate_charge,2026-05-30,2,pending,0.4714,True,RULE_DUPLICATE_CHARGE,clean_concede,3,False,CUST-02007,633.63,apparel,2026-05-28,True,2026-06-06,True,True,False,0.42332524,18,MANUAL_REVIEW,-31.768427790999397,-31.768427790999397,0.06148845637583748
DSP-02618,ORD-16220,unauthorized_transaction,2026-04-15,20,pending,0.4959,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,2,False,CUST-01131,235.25,groceries,2026-03-26,True,2026-04-01,True,True,False,0.5454898,0,CONCEDE,-171.67352735996246,-171.67352735996246,0.4054463087248319
DSP-06431,ORD-04756,item_not_received,2026-05-23,13,pending,0.6042,True,RULE_ITEM_NOT_RECEIVED,clean_fight,2,False,CUST-02264,3424.11,groceries,2026-05-10,True,2026-05-11,True,True,False,0.5468493,7,FIGHT,1572.4721922272445,1572.4721922272445,0.39385677852348094
DSP-09657,ORD-15026,not_as_described,2026-06-26,18,pending,0.4839,True,RULE_NOT_AS_DESCRIBED,clean_concede,1,False,CUST-00132,662.23,digital_goods,2026-06-08,True,2026-06-14,True,True,False,0.60573876,2,MANUAL_REVIEW,101.13837839961053,101.13837839961053,0.38264013422818643
DSP-01095,ORD-09064,item_not_received,2026-03-30,14,pending,0.5239,True,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False,CUST-01468,978.72,groceries,2026-03-16,True,2026-03-21,True,False,False,0.5387434,6,FIGHT,227.2789176750183,227.2789176750183,0.31538469798657476
DSP-13167,ORD-19499,item_not_received,2026-07-31,5,pending,0.807,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False,CUST-02010,744.34,apparel,2026-07-26,True,2026-08-02,True,True,False,0.7555479,15,FIGHT,262.38450983762743,262.38450983762743,0.12594657718120633
DSP-11436,ORD-06363,not_as_described,2026-07-14,19,pending,0.5749,True,RULE_NOT_AS_DESCRIBED,clean_fight,0,False,CUST-01397,1156.11,apparel,2026-06-25,True,2026-06-29,True,True,False,0.6707645,1,FIGHT,475.4775528734922,475.4775528734922,0.4225279194630844
DSP-08141,ORD-12272,unauthorized_transaction,2026-06-10,6,pending,0.5927,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,2,False,CUST-01099,753.49,apparel,2026-06-04,True,2026-06-11,True,True,False,0.68273026,14,FIGHT,214.4304217320681,214.4304217320681,0.14631503355704523
DSP-10702,ORD-00713,not_as_described,2026-07-07,5,pending,0.4052,True,RULE_NOT_AS_DESCRIBED,clean_concede,4,False,CUST-01797,789.87,electronics,2026-07-02,True,2026-07-03,True,True,False,0.5496006,15,MANUAL_REVIEW,134.11302686691283,134.11302686691283,0.12777999999999815
DSP-07692,ORD-01535,duplicate_charge,2026-06-05,18,pending,0.2571,True,RULE_DUPLICATE_CHARGE,clean_concede,1,False,CUST-00498,455.05,groceries,2026-05-18,True,2026-05-23,False,True,True,0.24345963,2,CONCEDE,-189.213696718961,-189.213696718961,0.3742973154362407
DSP-14213,ORD-13271,unauthorized_transaction,2026-08-11,8,pending,0.6622,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,1,False,CUST-03793,1004.81,apparel,2026-08-03,True,2026-08-04,True,True,False,0.6806076,12,FIGHT,383.8813395386934,383.8813395386934,0.1964353020134204
DSP-08204,ORD-13684,not_as_described,2026-06-10,8,pending,0.4532,False,RULE_NOT_AS_DESCRIBED,clean_concede,0,False,CUST-01587,607.39,digital_goods,2026-06-02,True,2026-06-05,True,True,False,0.6244808,12,MANUAL_REVIEW,79.3033833569288,79.3033833569288,0.18043181208053558
DSP-02114,ORD-08718,not_as_described,2026-04-09,19,pending,0.6249,False,RULE_NOT_AS_DESCRIBED,clean_fight,0,False,CUST-00450,3827.55,apparel,2026-03-21,True,2026-03-27,True,True,False,0.7005464,1,FIGHT,2381.3763115346433,2381.3763115346433,0.5301026845637483
DSP-10595,ORD-05693,not_as_described,2026-07-05,23,pending,0.5957,True,RULE_NOT_AS_DESCRIBED,clean_fight,1,False,CUST-04452,1184.04,groceries,2026-06-12,True,2026-06-19,True,True,False,0.511073,0,FIGHT,305.1308669614791,305.1308669614791,0.4436526174496615
DSP-04211,ORD-13889,not_as_described,2026-05-01,5,pending,0.4769,True,RULE_NOT_AS_DESCRIBED,clean_concede,1,False,CUST-03450,485.69,groceries,2026-04-26,True,2026-05-02,True,False,False,0.5203481,15,MANUAL_REVIEW,-47.27214488506317,-47.27214488506317,0.11553114093959628
DSP-07617,ORD-05018,item_not_received,2026-06-05,6,pending,0.6623,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False,CUST-04703,288.32,digital_goods,2026-05-30,True,2026-06-02,True,True,False,0.72595537,14,MANUAL_REVIEW,-90.6925485610962,-90.6925485610962,0.1275833557046975
DSP-01566,ORD-07797,not_as_described,2026-04-04,22,pending,0.6053,True,RULE_NOT_AS_DESCRIBED,clean_fight,0,False,CUST-00693,3856.44,digital_goods,2026-03-13,True,2026-03-14,True,True,False,0.7244022,0,FIGHT,2493.6135787296294,2493.6135787296294,0.5512660402684462
DSP-05258,ORD-09651,not_as_described,2026-05-11,3,pending,0.4669,True,RULE_NOT_AS_DESCRIBED,clean_concede,4,False,CUST-01923,826.67,groceries,2026-05-08,True,2026-05-16,True,True,False,0.3811358,17,MANUAL_REVIEW,15.073524792492378,15.073524792492378,0.08926187919462891
DSP-00854,ORD-03296,unauthorized_transaction,2026-03-28,9,pending,0.6277,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,1,False,CUST-00693,484.47,groceries,2026-03-19,True,2026-03-24,True,True,False,0.55022484,11,MANUAL_REVIEW,-33.432571454644176,-33.432571454644176,0.19548201342281774
DSP-12035,ORD-17028,item_not_received,2026-07-20,24,pending,0.7369,True,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False,CUST-00459,993.33,electronics,2026-06-26,True,2026-07-01,True,True,False,0.6836762,0,FIGHT,379.1160630816222,379.1160630816222,0.4359730201342258
DSP-01070,ORD-02608,unauthorized_transaction,2026-03-30,7,pending,0.6158,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,1,False,CUST-02445,1273.63,home_goods,2026-03-23,True,2026-03-28,True,True,False,0.6256352,13,FIGHT,496.8277683085204,496.8277683085204,0.18726026845637267
DSP-04645,ORD-08868,item_not_received,2026-05-05,13,pending,0.6975,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False,CUST-02389,308.56,apparel,2026-04-22,True,2026-04-27,True,True,False,0.737333,7,MANUAL_REVIEW,-72.48852961063386,-72.48852961063386,0.2683983892617444
DSP-02119,ORD-19503,not_as_described,2026-04-09,5,pending,0.7429,True,RULE_NOT_AS_DESCRIBED,clean_fight,0,False,CUST-00770,1128.49,electronics,2026-04-04,True,2026-04-08,True,True,False,0.78882706,15,FIGHT,590.1834508049488,590.1834508049488,0.1414157046979838
DSP-00568,ORD-09730,unauthorized_transaction,2026-03-24,12,pending,0.5935,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False,CUST-03974,2256.89,groceries,2026-03-12,True,2026-03-21,True,False,False,0.5792004,8,FIGHT,1007.1915614187717,1007.1915614187717,0.32685463087247735
DSP-09809,ORD-18007,item_not_received,2026-06-27,13,pending,0.4929,True,RULE_ITEM_NOT_RECEIVED,clean_concede,0,False,CUST-00794,1015.47,apparel,2026-06-14,True,2026-06-19,False,True,True,0.5643536,7,FIGHT,273.08413520693784,273.08413520693784,0.29686456375838677
DSP-13705,ORD-03628,item_not_received,2026-08-06,21,pending,0.5106,True,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False,CUST-00340,860.3,electronics,2026-07-16,True,2026-07-17,True,False,False,0.574518,0,FIGHT,194.25785683989523,194.25785683989523,0.4306161073825483
DSP-00490,ORD-12564,not_as_described,2026-03-23,9,pending,0.6237,True,RULE_NOT_AS_DESCRIBED,clean_fight,1,False,CUST-02713,140.07,digital_goods,2026-03-14,True,2026-03-18,True,False,False,0.42036065,11,CONCEDE,-241.12008311122656,-241.12008311122656,0.18161355704697976
DSP-01682,ORD-03675,not_as_described,2026-04-05,1,pending,0.526,True,RULE_NOT_AS_DESCRIBED,clean_fight,1,False,CUST-00780,3118.34,digital_goods,2026-04-04,True,2026-04-06,True,True,False,0.7232298,19,FIGHT,1955.2764940392972,1955.2764940392972,0.14154389261744152
DSP-08741,ORD-06406,unauthorized_transaction,2026-06-16,8,pending,0.5685,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False,CUST-01116,256.57,groceries,2026-06-08,True,2026-06-17,True,True,False,0.7085349,12,MANUAL_REVIEW,-118.21120163738729,-118.21120163738729,0.16630483221476472
DSP-07880,ORD-16200,duplicate_charge,2026-06-07,23,pending,0.6027,False,RULE_DUPLICATE_CHARGE,clean_fight,1,False,CUST-02841,657.81,groceries,2026-05-15,True,2026-05-23,True,True,False,0.62295014,0,MANUAL_REVIEW,109.78282939732071,109.78282939732071,0.4224621476510052
DSP-00791,ORD-07512,duplicate_charge,2026-03-27,7,pending,0.2922,True,RULE_DUPLICATE_CHARGE,clean_concede,1,False,CUST-00804,1133.67,digital_goods,2026-03-20,False,,True,True,False,0.35546747,13,MANUAL_REVIEW,102.9828050145507,102.9828050145507,0.18162429530201063
DSP-02463,ORD-17779,duplicate_charge,2026-04-13,15,pending,0.2515,True,RULE_DUPLICATE_CHARGE,clean_concede,1,False,CUST-05025,767.6,home_goods,2026-03-29,False,,True,True,False,0.24080771,5,MANUAL_REVIEW,-115.15600020885466,-115.15600020885466,0.32688322147650833
DSP-01608,ORD-10634,not_as_described,2026-04-04,15,pending,0.3666,False,RULE_NOT_AS_DESCRIBED,clean_concede,3,False,CUST-04911,342.56,home_goods,2026-03-20,True,2026-03-22,True,True,False,0.4288732,5,CONCEDE,-153.08519279003144,-153.08519279003144,0.3097675167785229
DSP-02795,ORD-14075,not_as_described,2026-04-16,7,pending,0.5324,False,RULE_NOT_AS_DESCRIBED,clean_fight,2,False,CUST-00969,353.19,home_goods,2026-04-09,True,2026-04-18,True,True,False,0.43617925,13,MANUAL_REVIEW,-145.94585052341222,-145.94585052341222,0.15019557046979795
DSP-04246,ORD-13856,not_as_described,2026-05-01,17,pending,0.6034,True,RULE_NOT_AS_DESCRIBED,clean_fight,2,False,CUST-03812,1248.74,electronics,2026-04-14,True,2026-04-19,True,True,False,0.5244219,3,FIGHT,354.86656682848934,354.86656682848934,0.38625798657717814
DSP-07349,ORD-18337,item_not_received,2026-06-02,16,pending,0.6419,True,RULE_ITEM_NOT_RECEIVED,clean_fight,2,False,CUST-04469,761.2,electronics,2026-05-17,True,2026-05-20,True,False,True,0.3280062,4,MANUAL_REVIEW,-50.321674513816816,-50.321674513816816,0.34662550335570297
DSP-12301,ORD-15057,duplicate_charge,2026-07-22,4,pending,0.5199,True,RULE_DUPLICATE_CHARGE,clean_fight,2,False,CUST-02951,325.92,home_goods,2026-07-18,True,2026-07-26,True,True,False,0.58226454,16,MANUAL_REVIEW,-110.22834028244017,-110.22834028244017,0.08909744966442891
DSP-02448,ORD-17511,not_as_described,2026-04-13,5,pending,0.4558,False,RULE_NOT_AS_DESCRIBED,clean_concede,0,False,CUST-03833,895.95,digital_goods,2026-04-08,True,2026-04-16,False,True,False,0.49414316,15,MANUAL_REVIEW,142.7275625869632,142.7275625869632,0.13205167785234684
DSP-03502,ORD-09398,item_not_received,2026-04-24,2,pending,0.2108,False,RULE_ITEM_NOT_RECEIVED,retry_needed,0,False,CUST-04928,2303.58,groceries,2026-04-22,False,,True,False,False,0.24498518,18,FIGHT,264.34295659750694,264.34295659750694,0.12873476510066517
DSP-05768,ORD-02112,item_not_received,2026-05-17,18,pending,0.4483,False,RULE_ITEM_NOT_RECEIVED,clean_concede,1,False,CUST-02886,1534.29,apparel,2026-04-29,True,2026-05-01,False,True,False,0.5920687,2,FIGHT,608.4050430393219,608.4050430393219,0.4177566442952982
DSP-10765,ORD-12040,duplicate_charge,2026-07-07,4,pending,0.6786,True,RULE_DUPLICATE_CHARGE,clean_fight,0,False,CUST-02622,1667.0,digital_goods,2026-07-03,True,2026-07-06,True,True,False,0.7054817,16,FIGHT,876.0380073189735,876.0380073189735,0.14310067114093533
DSP-07819,ORD-00063,item_not_received,2026-06-07,5,pending,0.4162,False,RULE_ITEM_NOT_RECEIVED,clean_concede,2,False,CUST-05771,229.73,groceries,2026-06-02,True,2026-06-10,False,False,False,0.2832233,15,CONCEDE,-234.93511102169754,-234.93511102169754,0.10522402684563724
DSP-05720,ORD-09205,unauthorized_transaction,2026-05-16,3,pending,0.8015,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False,CUST-00230,920.74,groceries,2026-05-13,True,2026-05-19,True,True,False,0.7048472,17,FIGHT,348.9810262179375,348.9810262179375,0.09304993288590382
DSP-03009,ORD-06549,item_not_received,2026-04-18,17,pending,0.5145,False,RULE_ITEM_NOT_RECEIVED,clean_fight,3,False,CUST-01371,318.33,apparel,2026-04-01,True,2026-04-08,True,True,False,0.59728,3,MANUAL_REVIEW,-109.86784948825837,-109.86784948825837,0.34879181208053633
DSP-08940,ORD-03528,unauthorized_transaction,2026-06-18,17,pending,0.3843,True,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,1,False,CUST-02149,569.13,electronics,2026-06-01,False,,True,True,False,0.33589354,3,MANUAL_REVIEW,-108.83290868371725,-108.83290868371725,0.35889114093959606
DSP-01096,ORD-09645,not_as_described,2026-03-30,16,pending,0.4282,True,RULE_NOT_AS_DESCRIBED,clean_concede,3,False,CUST-00598,937.07,groceries,2026-03-14,True,2026-03-19,True,True,False,0.3428012,4,MANUAL_REVIEW,21.22873291373253,21.22873291373253,0.3537075167785213
DSP-13172,ORD-08727,duplicate_charge,2026-07-31,16,pending,0.5073,True,RULE_DUPLICATE_CHARGE,clean_fight,1,False,CUST-00184,2993.33,electronics,2026-07-15,True,2026-07-24,False,True,False,0.41775948,4,FIGHT,950.4919785577058,950.4919785577058,0.4365099328858983
DSP-08510,ORD-10754,not_as_described,2026-06-14,7,pending,0.2534,False,RULE_NOT_AS_DESCRIBED,clean_concede,1,False,CUST-04245,2115.9,apparel,2026-06-07,False,,False,True,False,0.10560829,13,MANUAL_REVIEW,-76.54341511800885,-76.54341511800885,0.22117718120804825
DSP-07743,ORD-13948,unauthorized_transaction,2026-06-06,19,pending,0.6959,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,2,False,CUST-00861,420.16,home_goods,2026-05-18,True,2026-05-19,True,True,False,0.5415337,1,MANUAL_REVIEW,-72.46919700622558,-72.46919700622558,0.39289234899328773
DSP-07552,ORD-13047,item_not_received,2026-06-04,11,pending,0.02,False,RULE_ITEM_NOT_RECEIVED,retry_needed,4,False,CUST-01044,146.09,apparel,2026-05-24,False,,True,True,False,0.04693529,9,CONCEDE,-293.1432234695554,-293.1432234695554,0.2218559731543623
DSP-01028,ORD-03465,unauthorized_transaction,2026-03-30,11,pending,0.6964,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,1,False,CUST-01694,658.03,electronics,2026-03-19,True,2026-03-28,True,True,False,0.6938407,9,FIGHT,156.5679843097925,156.5679843097925,0.24247100671140792
DSP-01839,ORD-18300,not_as_described,2026-04-07,21,pending,0.5861,True,RULE_NOT_AS_DESCRIBED,clean_fight,1,False,CUST-02357,10751.42,electronics,2026-03-17,True,2026-03-23,True,True,False,0.62150687,0,FIGHT,6382.081390029192,6382.081390029192,0.8289162416107094
DSP-08172,ORD-07312,item_not_received,2026-06-10,14,pending,0.7019,False,RULE_ITEM_NOT_RECEIVED,clean_fight,2,False,CUST-00718,229.47,apparel,2026-05-27,True,2026-05-31,True,True,False,0.5683895,6,CONCEDE,-169.5716670924425,-169.5716670924425,0.2852135570469795
DSP-07640,ORD-00419,item_not_received,2026-06-05,21,pending,0.608,True,RULE_ITEM_NOT_RECEIVED,clean_fight,2,False,CUST-04954,290.46,electronics,2026-05-15,True,2026-05-20,True,True,False,0.64892757,0,MANUAL_REVIEW,-111.51249819517136,-111.51249819517136,0.4076695302013418
DSP-01546,ORD-08245,duplicate_charge,2026-04-04,13,pending,0.3449,False,RULE_DUPLICATE_CHARGE,clean_concede,2,False,CUST-04858,2417.07,electronics,2026-03-22,True,2026-03-24,False,True,False,0.3441256,7,FIGHT,531.7756607750059,531.7756607750059,0.35330483221475883
DSP-14052,ORD-04503,not_as_described,2026-08-09,22,pending,0.8021,True,RULE_NOT_AS_DESCRIBED,clean_fight,0,False,CUST-03602,504.01,home_goods,2026-07-18,True,2026-07-24,True,True,False,0.60722554,0,MANUAL_REVIEW,6.04774305462837,6.04774305462837,0.4162688590604016
DSP-04433,ORD-18266,item_not_received,2026-05-03,16,pending,0.5702,True,RULE_ITEM_NOT_RECEIVED,clean_fight,2,False,CUST-05938,804.14,groceries,2026-04-17,True,2026-04-22,True,True,False,0.50589603,4,MANUAL_REVIEW,106.81123505711554,106.81123505711554,0.34835463087248136
DSP-06659,ORD-06220,unauthorized_transaction,2026-05-26,16,pending,0.7964,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False,CUST-05619,2187.69,electronics,2026-05-10,True,2026-05-16,True,True,False,0.645677,4,FIGHT,1112.5410515534877,1112.5410515534877,0.4040680536912696
DSP-12332,ORD-02258,item_not_received,2026-07-23,12,pending,0.1992,False,RULE_ITEM_NOT_RECEIVED,retry_needed,0,False,CUST-01414,1358.83,apparel,2026-07-11,False,,True,False,False,0.3119476,8,MANUAL_REVIEW,123.88377626985312,123.88377626985312,0.2906911409395939
DSP-07724,ORD-07885,unauthorized_transaction,2026-06-06,12,pending,0.5824,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False,CUST-02133,1067.94,groceries,2026-05-25,False,,True,True,False,0.49565265,8,FIGHT,229.3272865837813,229.3272865837813,0.2789774496644269
DSP-01435,ORD-02612,item_not_received,2026-04-03,16,pending,0.63,False,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False,CUST-05774,1004.94,digital_goods,2026-03-18,True,2026-03-24,True,True,True,0.53309715,4,FIGHT,235.73064785242082,235.73064785242082,0.3564405369127493
DSP-14721,ORD-01595,item_not_received,2026-08-19,16,pending,0.6409,False,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False,CUST-00699,605.46,groceries,2026-08-03,True,2026-08-09,True,True,True,0.46615636,4,MANUAL_REVIEW,-17.760968163013445,-17.760968163013445,0.34035409395973026
DSP-12523,ORD-16833,item_not_received,2026-07-25,1,pending,0.222,True,RULE_ITEM_NOT_RECEIVED,retry_needed,1,False,CUST-02480,1248.52,groceries,2026-07-24,False,,True,True,False,0.23228168,19,MANUAL_REVIEW,-9.99167079925536,-9.99167079925536,0.06624912751677543
DSP-09259,ORD-14148,not_as_described,2026-06-22,17,pending,0.5162,False,RULE_NOT_AS_DESCRIBED,clean_fight,0,False,CUST-00772,104.67,digital_goods,2026-06-05,True,2026-06-11,False,True,False,0.4374657,3,CONCEDE,-254.21046543985605,-254.21046543985605,0.3401880536912752
DSP-11510,ORD-16426,unauthorized_transaction,2026-07-15,7,pending,0.602,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,3,False,CUST-04907,503.42,apparel,2026-07-08,True,2026-07-15,True,True,False,0.5574352,13,MANUAL_REVIEW,-19.375964306592948,-19.375964306592948,0.15624510067113984
DSP-12554,ORD-11930,item_not_received,2026-07-25,21,pending,0.68,True,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False,CUST-02468,938.44,apparel,2026-07-04,True,2026-07-07,True,True,False,0.61908126,0,FIGHT,280.97061648368833,280.97061648368833,0.43376268456375616
DSP-11599,ORD-00755,unauthorized_transaction,2026-07-16,3,pending,0.6726,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False,CUST-00158,674.59,groceries,2026-07-13,True,2026-07-15,True,True,False,0.70086455,17,FIGHT,172.79621911287308,172.79621911287308,0.08313785234899175
DSP-06703,ORD-11076,duplicate_charge,2026-05-26,8,pending,0.4451,True,RULE_DUPLICATE_CHARGE,clean_concede,2,False,CUST-00299,5265.71,electronics,2026-05-18,True,2026-05-26,True,True,False,0.5585227,12,FIGHT,2641.018573269844,2641.018573269844,0.3680151677852209
DSP-03940,ORD-11705,item_not_received,2026-04-28,4,pending,0.5958,False,RULE_ITEM_NOT_RECEIVED,clean_fight,2,False,CUST-03574,1529.97,groceries,2026-04-24,True,2026-04-29,True,True,False,0.5956757,16,FIGHT,611.3659612298012,611.3659612298012,0.1375826845637545
DSP-06824,ORD-09557,duplicate_charge,2026-05-28,20,pending,0.2079,False,RULE_DUPLICATE_CHARGE,clean_concede,4,False,CUST-03395,8004.91,electronics,2026-05-08,True,2026-05-16,True,False,False,0.22448047,0,FIGHT,1496.9459195195138,1496.9459195195138,0.7183185234899115
DSP-08129,ORD-15694,not_as_described,2026-06-10,4,pending,0.6144,True,RULE_NOT_AS_DESCRIBED,clean_fight,0,False,CUST-01359,2133.67,groceries,2026-06-06,True,2026-06-07,True,True,False,0.5977385,16,FIGHT,975.3767147040367,975.3767147040367,0.16189275167784684
DSP-01407,ORD-04155,item_not_received,2026-04-03,4,pending,0.7654,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False,CUST-03704,1054.79,electronics,2026-03-30,True,2026-04-03,True,True,False,0.8363934,16,FIGHT,582.2194111865758,582.2194111865758,0.11844791946308464
DSP-07467,ORD-04957,not_as_described,2026-06-03,21,pending,0.5339,False,RULE_NOT_AS_DESCRIBED,clean_fight,2,False,CUST-05650,3305.7,home_goods,2026-05-13,True,2026-05-15,True,True,False,0.5197566,0,FIGHT,1418.1594427406787,1418.1594427406787,0.5290885906040181
DSP-07517,ORD-08979,item_not_received,2026-06-04,7,pending,0.6108,True,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False,CUST-01513,2162.06,groceries,2026-05-28,True,2026-05-30,True,True,True,0.45037735,13,FIGHT,673.7428427147865,673.7428427147865,0.22303597315435683
