dispute_id,true_win_probability,outcome_true,correct_relevant_chunk_id,expected_trajectory,prior_dispute_count_at_time,is_unknown_reason_edge_case
DSP-03338,0.3177,True,RULE_NOT_AS_DESCRIBED,clean_concede,0,False
DSP-03339,0.7821,False,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False
DSP-03340,0.3342,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,2,False
DSP-03341,0.7122,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False
DSP-03342,0.1295,True,RULE_ITEM_NOT_RECEIVED,retry_needed,2,False
DSP-03343,0.4524,True,RULE_NOT_AS_DESCRIBED,clean_concede,4,False
DSP-03344,0.6338,True,RULE_DUPLICATE_CHARGE,clean_fight,0,False
DSP-03345,0.5735,False,RULE_NOT_AS_DESCRIBED,clean_fight,0,False
DSP-03346,0.4987,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,0,False
DSP-03347,0.6584,True,RULE_NOT_AS_DESCRIBED,clean_fight,0,False
DSP-03348,0.02,False,RULE_ITEM_NOT_RECEIVED,retry_needed,4,False
DSP-03349,0.6231,True,RULE_NOT_AS_DESCRIBED,clean_fight,2,False
DSP-03350,0.4471,False,RULE_NOT_AS_DESCRIBED,clean_concede,3,False
DSP-03351,0.6449,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,1,False
DSP-03352,0.6255,True,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False
DSP-03353,0.3584,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,1,False
DSP-03354,0.4507,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,0,False
DSP-03355,0.1345,False,RULE_ITEM_NOT_RECEIVED,retry_needed,1,False
DSP-03356,0.5137,True,RULE_NOT_AS_DESCRIBED,clean_fight,0,False
DSP-03357,0.1736,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,0,False
DSP-03358,0.3154,False,RULE_DUPLICATE_CHARGE,clean_concede,1,False
DSP-03359,0.5166,True,RULE_NOT_AS_DESCRIBED,clean_fight,0,False
DSP-03360,0.6303,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,1,False
DSP-03361,0.2999,False,RULE_NOT_AS_DESCRIBED,clean_concede,1,False
DSP-03362,0.2013,True,RULE_DUPLICATE_CHARGE,clean_concede,0,False
DSP-03363,0.4294,True,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,2,False
DSP-03364,0.5361,False,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False
DSP-03365,0.3979,True,RULE_ITEM_NOT_RECEIVED,clean_concede,3,False
DSP-03366,0.4036,True,RULE_DUPLICATE_CHARGE,clean_concede,2,False
DSP-03367,0.5672,True,RULE_NOT_AS_DESCRIBED,clean_fight,0,False
DSP-03368,0.5617,False,RULE_ITEM_NOT_RECEIVED,clean_fight,2,False
DSP-03369,0.5774,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False
DSP-03370,0.642,False,RULE_NOT_AS_DESCRIBED,clean_fight,1,False
DSP-03371,0.5141,True,RULE_NOT_AS_DESCRIBED,clean_fight,5,False
DSP-03372,0.5053,True,RULE_NOT_AS_DESCRIBED,clean_fight,2,False
DSP-03373,0.629,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False
DSP-03374,0.5826,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,3,False
DSP-03375,0.922,True,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False
DSP-03376,0.5745,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,1,False
DSP-03377,0.5707,False,RULE_NOT_AS_DESCRIBED,clean_fight,1,False
DSP-03378,0.6218,False,RULE_NOT_AS_DESCRIBED,clean_fight,1,False
DSP-03379,0.6369,False,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False
DSP-03380,0.1714,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,2,False
DSP-03381,0.448,True,RULE_ITEM_NOT_RECEIVED,clean_concede,5,False
DSP-03382,0.0656,False,RULE_ITEM_NOT_RECEIVED,retry_needed,5,False
DSP-03383,0.6152,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False
DSP-03384,0.5635,False,RULE_ITEM_NOT_RECEIVED,clean_fight,2,False
DSP-03385,0.698,False,RULE_ITEM_NOT_RECEIVED,clean_fight,2,False
DSP-03386,0.7675,False,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False
DSP-03387,0.7907,True,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False
DSP-03388,0.2973,True,RULE_NOT_AS_DESCRIBED,clean_concede,5,False
DSP-03389,0.2615,True,RULE_DUPLICATE_CHARGE,clean_concede,0,False
DSP-03390,0.5701,True,RULE_NOT_AS_DESCRIBED,clean_fight,1,False
DSP-03391,0.6926,False,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False
DSP-03392,0.6678,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False
DSP-03393,0.4453,True,RULE_ITEM_NOT_RECEIVED,clean_concede,4,False
DSP-03394,0.2415,False,RULE_DUPLICATE_CHARGE,clean_concede,8,False
DSP-03395,0.5177,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False
DSP-03396,0.6802,False,RULE_ITEM_NOT_RECEIVED,clean_fight,2,False
DSP-03397,0.2653,False,RULE_ITEM_NOT_RECEIVED,retry_needed,0,False
DSP-03398,0.5198,True,RULE_DUPLICATE_CHARGE,clean_fight,2,False
DSP-03399,0.3649,True,RULE_NOT_AS_DESCRIBED,clean_concede,2,False
DSP-03400,0.4815,True,RULE_ITEM_NOT_RECEIVED,clean_concede,3,False
DSP-03401,0.6895,False,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False
DSP-03402,0.4382,True,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,1,False
DSP-03403,0.4849,False,RULE_ITEM_NOT_RECEIVED,clean_concede,1,False
DSP-03404,0.7096,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,1,False
DSP-03405,0.6555,False,RULE_NOT_AS_DESCRIBED,clean_fight,0,False
DSP-03406,0.5993,False,RULE_NOT_AS_DESCRIBED,clean_fight,1,False
DSP-03407,0.5648,True,RULE_NOT_AS_DESCRIBED,clean_fight,1,False
DSP-03408,0.5678,True,RULE_ITEM_NOT_RECEIVED,clean_fight,2,False
DSP-03409,0.6899,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False
DSP-03410,0.3085,False,RULE_NOT_AS_DESCRIBED,clean_concede,2,False
DSP-03411,0.5614,False,RULE_NOT_AS_DESCRIBED,clean_fight,0,False
DSP-03412,0.6807,True,RULE_NOT_AS_DESCRIBED,clean_fight,0,False
DSP-03413,0.7976,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False
DSP-03414,0.0621,False,RULE_DUPLICATE_CHARGE,clean_concede,4,False
DSP-03415,0.1418,False,RULE_NOT_AS_DESCRIBED,clean_concede,0,False
DSP-03416,0.7309,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False
DSP-03417,0.4972,False,RULE_NOT_AS_DESCRIBED,clean_concede,4,False
DSP-03418,0.3952,False,RULE_NOT_AS_DESCRIBED,clean_concede,3,False
DSP-03419,0.2365,True,RULE_ITEM_NOT_RECEIVED,retry_needed,0,False
DSP-03420,0.6677,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False
DSP-03421,0.5253,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False
DSP-03422,0.1737,False,RULE_ITEM_NOT_RECEIVED,retry_needed,1,False
DSP-03423,0.8012,False,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False
DSP-03424,0.4341,False,RULE_ITEM_NOT_RECEIVED,clean_concede,2,False
DSP-03425,0.7778,False,RULE_NOT_AS_DESCRIBED,clean_fight,0,False
DSP-03426,0.107,True,RULE_ITEM_NOT_RECEIVED,retry_needed,2,False
DSP-03427,0.626,False,RULE_NOT_AS_DESCRIBED,clean_fight,2,False
DSP-03428,0.4134,True,RULE_NOT_AS_DESCRIBED,clean_concede,3,False
DSP-03429,0.6197,False,RULE_DUPLICATE_CHARGE,clean_fight,0,False
DSP-03430,0.1763,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,3,False
DSP-03431,0.7721,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False
DSP-03432,0.4471,False,RULE_ITEM_NOT_RECEIVED,clean_concede,4,False
DSP-03433,0.0347,False,RULE_ITEM_NOT_RECEIVED,retry_needed,3,False
DSP-03434,0.1674,False,RULE_NOT_AS_DESCRIBED,clean_concede,3,False
DSP-03435,0.4672,True,RULE_NOT_AS_DESCRIBED,clean_concede,0,False
DSP-03436,0.5431,False,RULE_NOT_AS_DESCRIBED,clean_fight,1,False
DSP-03437,0.5722,False,RULE_DUPLICATE_CHARGE,clean_fight,0,False
DSP-03438,0.5151,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False
DSP-03439,0.7198,True,RULE_DUPLICATE_CHARGE,clean_fight,1,False
DSP-03440,0.2349,True,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,1,False
DSP-03441,0.757,False,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False
DSP-03442,0.3159,True,RULE_ITEM_NOT_RECEIVED,clean_concede,4,False
DSP-03443,0.5155,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,1,False
DSP-03444,0.6043,True,RULE_NOT_AS_DESCRIBED,clean_fight,0,False
DSP-03445,0.6115,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,1,False
DSP-03446,0.701,True,RULE_DUPLICATE_CHARGE,clean_fight,0,False
DSP-03447,0.7451,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False
DSP-03448,0.2132,False,RULE_DUPLICATE_CHARGE,clean_concede,0,False
DSP-03449,0.2608,True,RULE_NOT_AS_DESCRIBED,clean_concede,2,False
DSP-03450,0.5905,True,RULE_ITEM_NOT_RECEIVED,clean_fight,2,False
DSP-03451,0.5763,False,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False
DSP-03452,0.4321,True,RULE_NOT_AS_DESCRIBED,clean_concede,0,False
DSP-03453,0.0278,False,RULE_DUPLICATE_CHARGE,clean_concede,4,False
DSP-03454,0.6668,True,RULE_NOT_AS_DESCRIBED,clean_fight,0,False
DSP-03455,0.5331,False,RULE_ITEM_NOT_RECEIVED,clean_fight,4,False
DSP-03456,0.5436,False,RULE_ITEM_NOT_RECEIVED,clean_fight,5,False
DSP-03457,0.4365,True,RULE_NOT_AS_DESCRIBED,clean_concede,2,False
DSP-03458,0.6219,True,RULE_DUPLICATE_CHARGE,clean_fight,1,False
DSP-03459,0.3881,True,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,1,False
DSP-03460,0.3436,False,RULE_NOT_AS_DESCRIBED,clean_concede,2,False
DSP-03461,0.488,True,RULE_ITEM_NOT_RECEIVED,clean_concede,2,False
DSP-03462,0.1001,False,RULE_ITEM_NOT_RECEIVED,retry_needed,2,False
DSP-03463,0.7217,True,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False
DSP-03464,0.5153,False,RULE_DUPLICATE_CHARGE,clean_fight,0,False
DSP-03465,0.1752,False,RULE_NOT_AS_DESCRIBED,clean_concede,5,False
DSP-03466,0.7294,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False
DSP-03467,0.3663,True,RULE_NOT_AS_DESCRIBED,clean_concede,0,False
DSP-03468,0.6697,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,2,False
DSP-03469,0.5723,False,RULE_NOT_AS_DESCRIBED,clean_fight,2,False
DSP-03470,0.2883,False,RULE_NOT_AS_DESCRIBED,clean_concede,5,False
DSP-03471,0.0804,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,5,False
DSP-03472,0.02,False,RULE_ITEM_NOT_RECEIVED,retry_needed,5,False
DSP-03473,0.7225,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False
DSP-03474,0.6175,False,RULE_ITEM_NOT_RECEIVED,clean_fight,4,False
DSP-03475,0.5561,True,RULE_ITEM_NOT_RECEIVED,clean_fight,2,False
DSP-03476,0.1362,False,RULE_ITEM_NOT_RECEIVED,retry_needed,0,False
DSP-03477,0.5965,True,RULE_ITEM_NOT_RECEIVED,clean_fight,2,False
DSP-03478,0.65,False,RULE_NOT_AS_DESCRIBED,clean_fight,2,False
DSP-03479,0.6602,True,RULE_NOT_AS_DESCRIBED,clean_fight,0,False
DSP-03480,0.3251,False,RULE_NOT_AS_DESCRIBED,clean_concede,2,False
DSP-03481,0.5241,True,RULE_NOT_AS_DESCRIBED,clean_fight,1,False
DSP-03482,0.5174,False,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False
DSP-03483,0.235,False,RULE_DUPLICATE_CHARGE,clean_concede,2,False
DSP-03484,0.154,False,RULE_NOT_AS_DESCRIBED,clean_concede,2,False
DSP-03485,0.2424,False,RULE_NOT_AS_DESCRIBED,clean_concede,0,False
DSP-03486,0.2726,True,RULE_DUPLICATE_CHARGE,clean_concede,4,False
DSP-03487,0.8144,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False
DSP-03488,0.3627,False,RULE_NOT_AS_DESCRIBED,clean_concede,2,False
DSP-03489,0.58,True,RULE_NOT_AS_DESCRIBED,clean_fight,0,False
DSP-03490,0.0567,False,RULE_ITEM_NOT_RECEIVED,retry_needed,2,False
DSP-03491,0.5145,False,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False
DSP-03492,0.709,False,RULE_DUPLICATE_CHARGE,clean_fight,0,False
DSP-03493,0.5412,True,RULE_NOT_AS_DESCRIBED,clean_fight,0,False
DSP-03494,0.3161,False,RULE_DUPLICATE_CHARGE,clean_concede,2,False
DSP-03495,0.5873,True,RULE_NOT_AS_DESCRIBED,clean_fight,1,False
DSP-03496,0.6395,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,1,False
DSP-03497,0.6537,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False
DSP-03498,0.7035,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False
DSP-03499,0.6451,True,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False
DSP-03500,0.2534,True,RULE_NOT_AS_DESCRIBED,clean_concede,0,False
DSP-03501,0.6008,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,2,False
DSP-03502,0.2108,False,RULE_ITEM_NOT_RECEIVED,retry_needed,0,False
DSP-03503,0.3953,False,RULE_ITEM_NOT_RECEIVED,clean_concede,7,False
DSP-03504,0.3251,False,RULE_NOT_AS_DESCRIBED,clean_concede,0,False
DSP-03505,0.1496,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,1,False
DSP-03506,0.5657,False,RULE_ITEM_NOT_RECEIVED,clean_fight,2,False
DSP-03507,0.2772,False,RULE_NOT_AS_DESCRIBED,clean_concede,0,False
DSP-03508,0.6557,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False
DSP-03509,0.6249,True,RULE_ITEM_NOT_RECEIVED,clean_fight,2,False
DSP-03510,0.6166,True,RULE_ITEM_NOT_RECEIVED,clean_fight,2,False
DSP-03511,0.02,False,RULE_DUPLICATE_CHARGE,clean_concede,4,False
DSP-03512,0.232,False,RULE_ITEM_NOT_RECEIVED,clean_concede,4,False
DSP-03513,0.7066,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False
DSP-03514,0.2514,False,RULE_ITEM_NOT_RECEIVED,retry_needed,0,False
DSP-03515,0.6344,True,RULE_DUPLICATE_CHARGE,clean_fight,0,False
DSP-03516,0.4777,True,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,4,False
DSP-03517,0.658,True,RULE_NOT_AS_DESCRIBED,clean_fight,1,False
DSP-03518,0.3231,False,RULE_DUPLICATE_CHARGE,clean_concede,1,False
DSP-03519,0.6003,True,RULE_NOT_AS_DESCRIBED,clean_fight,0,False
DSP-03520,0.5497,False,RULE_DUPLICATE_CHARGE,clean_fight,0,False
DSP-03521,0.5591,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,2,False
DSP-03522,0.4976,True,RULE_NOT_AS_DESCRIBED,clean_concede,0,False
DSP-03523,0.1012,False,RULE_NOT_AS_DESCRIBED,clean_concede,4,False
DSP-03524,0.5876,True,RULE_DUPLICATE_CHARGE,clean_fight,0,False
DSP-03525,0.5971,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,4,False
DSP-03526,0.565,True,RULE_NOT_AS_DESCRIBED,clean_fight,0,False
DSP-03527,0.5067,False,RULE_NOT_AS_DESCRIBED,clean_fight,3,False
DSP-03528,0.8253,True,RULE_NOT_AS_DESCRIBED,clean_fight,0,False
DSP-03529,0.5122,True,RULE_NOT_AS_DESCRIBED,clean_fight,0,False
DSP-03530,0.3728,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,0,False
DSP-03531,0.808,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False
DSP-03532,0.4056,True,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,2,False
DSP-03533,0.6289,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False
DSP-03534,0.2894,False,RULE_NOT_AS_DESCRIBED,clean_concede,0,False
DSP-03535,0.4828,True,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,4,False
DSP-03536,0.0452,False,RULE_NOT_AS_DESCRIBED,clean_concede,3,False
DSP-03537,0.6825,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False
DSP-03538,0.2757,False,RULE_NOT_AS_DESCRIBED,clean_concede,2,False
DSP-03539,0.5129,True,RULE_DUPLICATE_CHARGE,clean_fight,2,False
DSP-03540,0.6889,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False
DSP-03541,0.7606,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False
DSP-03542,0.6101,False,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False
DSP-03543,0.6239,True,RULE_NOT_AS_DESCRIBED,clean_fight,0,False
DSP-03544,0.0822,False,RULE_ITEM_NOT_RECEIVED,retry_needed,4,False
DSP-03545,0.3976,False,RULE_NOT_AS_DESCRIBED,clean_concede,0,False
DSP-03546,0.3544,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,2,False
DSP-03547,0.5088,False,RULE_ITEM_NOT_RECEIVED,clean_fight,4,False
DSP-03548,0.6243,True,RULE_NOT_AS_DESCRIBED,clean_fight,1,False
DSP-03549,0.5451,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,1,False
DSP-03550,0.6654,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False
DSP-03551,0.7965,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False
DSP-03552,0.5213,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False
DSP-03553,0.6231,True,RULE_NOT_AS_DESCRIBED,clean_fight,1,False
DSP-03554,0.5588,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,1,False
DSP-03555,0.7984,False,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False
DSP-03556,0.48,True,RULE_NOT_AS_DESCRIBED,clean_concede,0,False
DSP-03557,0.02,False,RULE_ITEM_NOT_RECEIVED,retry_needed,5,False
DSP-03558,0.6802,True,RULE_DUPLICATE_CHARGE,clean_fight,1,False
DSP-03559,0.6825,True,RULE_NOT_AS_DESCRIBED,clean_fight,0,False
DSP-03560,0.3249,True,RULE_NOT_AS_DESCRIBED,clean_concede,0,False
DSP-03561,0.0949,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,0,False
DSP-03562,0.7237,True,RULE_DUPLICATE_CHARGE,clean_fight,0,False
DSP-03563,0.2046,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,2,False
DSP-03564,0.308,False,RULE_NOT_AS_DESCRIBED,clean_concede,0,False
DSP-03565,0.6234,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False
DSP-03566,0.3019,True,RULE_DUPLICATE_CHARGE,clean_concede,1,False
DSP-03567,0.2104,False,RULE_ITEM_NOT_RECEIVED,retry_needed,0,False
DSP-03568,0.02,False,RULE_DUPLICATE_CHARGE,clean_concede,2,False
DSP-03569,0.4064,False,RULE_NOT_AS_DESCRIBED,clean_concede,1,False
DSP-03570,0.4961,True,RULE_NOT_AS_DESCRIBED,clean_concede,0,False
DSP-03571,0.6483,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False
DSP-03572,0.4713,True,RULE_NOT_AS_DESCRIBED,clean_concede,2,False
DSP-03573,0.5547,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,2,False
DSP-03574,0.0986,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,1,False
DSP-03575,0.7734,True,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False
DSP-03576,0.0845,False,RULE_DUPLICATE_CHARGE,clean_concede,2,False
DSP-03577,0.7504,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,1,False
DSP-03578,0.6439,True,RULE_NOT_AS_DESCRIBED,clean_fight,0,False
DSP-03579,0.4114,False,RULE_NOT_AS_DESCRIBED,clean_concede,0,False
DSP-03580,0.6857,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False
DSP-03581,0.1895,False,RULE_ITEM_NOT_RECEIVED,retry_needed,1,False
DSP-03582,0.2979,False,RULE_NOT_AS_DESCRIBED,clean_concede,4,False
DSP-03583,0.5246,False,RULE_ITEM_NOT_RECEIVED,clean_fight,2,False
DSP-03584,0.3498,False,RULE_NOT_AS_DESCRIBED,clean_concede,2,False
DSP-03585,0.58,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,4,False
DSP-03586,0.3142,True,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,0,False
DSP-03587,0.8301,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False
DSP-03588,0.337,False,RULE_NOT_AS_DESCRIBED,clean_concede,1,False
DSP-03589,0.3375,False,RULE_DUPLICATE_CHARGE,clean_concede,2,False
DSP-03590,0.2549,True,RULE_NOT_AS_DESCRIBED,clean_concede,1,False
DSP-03591,0.7423,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False
DSP-03592,0.4647,False,RULE_NOT_AS_DESCRIBED,clean_concede,0,False
DSP-03593,0.6939,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False
DSP-03594,0.6398,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False
DSP-03595,0.2153,False,RULE_NOT_AS_DESCRIBED,clean_concede,2,False
DSP-03596,0.02,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,4,False
DSP-03597,0.708,True,RULE_NOT_AS_DESCRIBED,clean_fight,1,False
DSP-03598,0.4436,True,RULE_ITEM_NOT_RECEIVED,clean_concede,3,False
DSP-03599,0.2879,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,1,False
DSP-03600,0.6154,True,RULE_DUPLICATE_CHARGE,clean_fight,2,False
DSP-03601,0.4531,True,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,1,False
DSP-03602,0.5742,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False
DSP-03603,0.7535,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False
DSP-03604,0.6034,True,RULE_DUPLICATE_CHARGE,clean_fight,0,False
DSP-03605,0.2129,False,RULE_NOT_AS_DESCRIBED,clean_concede,3,False
DSP-03606,0.6336,True,RULE_DUPLICATE_CHARGE,clean_fight,0,False
DSP-03607,0.4775,False,RULE_NOT_AS_DESCRIBED,clean_concede,2,False
DSP-03608,0.6871,False,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False
DSP-03609,0.4398,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,3,False
DSP-03610,0.2435,False,RULE_DUPLICATE_CHARGE,clean_concede,2,False
DSP-03611,0.5257,False,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False
DSP-03612,0.4751,False,RULE_NOT_AS_DESCRIBED,clean_concede,1,False
DSP-03613,0.4508,True,RULE_ITEM_NOT_RECEIVED,clean_concede,1,False
DSP-03614,0.6886,False,RULE_NOT_AS_DESCRIBED,clean_fight,1,False
DSP-03615,0.3607,False,RULE_DUPLICATE_CHARGE,clean_concede,0,False
DSP-03616,0.5637,False,RULE_NOT_AS_DESCRIBED,clean_fight,0,False
DSP-03617,0.1974,True,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,2,False
DSP-03618,0.6995,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False
DSP-03619,0.1972,False,RULE_ITEM_NOT_RECEIVED,retry_needed,2,False
DSP-03620,0.1812,False,RULE_ITEM_NOT_RECEIVED,retry_needed,0,False
DSP-03621,0.615,True,RULE_NOT_AS_DESCRIBED,clean_fight,1,False
DSP-03622,0.4382,False,RULE_ITEM_NOT_RECEIVED,clean_concede,6,False
DSP-03623,0.5263,True,RULE_ITEM_NOT_RECEIVED,clean_fight,4,False
DSP-03624,0.4915,False,RULE_NOT_AS_DESCRIBED,clean_concede,0,False
DSP-03625,0.5163,False,RULE_ITEM_NOT_RECEIVED,clean_fight,5,False
DSP-03626,0.718,False,RULE_DUPLICATE_CHARGE,clean_fight,0,False
DSP-03627,0.6849,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,1,False
DSP-03628,0.5631,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,1,False
DSP-03629,0.382,True,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,0,False
DSP-03630,0.5494,True,RULE_DUPLICATE_CHARGE,clean_fight,1,False
DSP-03631,0.6099,True,RULE_NOT_AS_DESCRIBED,clean_fight,1,False
DSP-03632,0.6687,True,RULE_NOT_AS_DESCRIBED,clean_fight,3,False
DSP-03633,0.5955,True,RULE_NOT_AS_DESCRIBED,clean_fight,2,False
DSP-03634,0.2667,True,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,1,False
DSP-03635,0.595,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,1,False
DSP-03636,0.58,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False
DSP-03637,0.6353,True,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False
DSP-03638,0.7132,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False
DSP-03639,0.3667,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,0,False
DSP-03640,0.0669,False,RULE_ITEM_NOT_RECEIVED,retry_needed,1,False
DSP-03641,0.7193,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False
DSP-03642,0.4383,True,RULE_NOT_AS_DESCRIBED,clean_concede,4,False
DSP-03643,0.5702,True,RULE_NOT_AS_DESCRIBED,clean_fight,0,False
DSP-03644,0.4809,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,0,False
DSP-03645,0.7501,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False
DSP-03646,0.3872,False,RULE_DUPLICATE_CHARGE,clean_concede,2,False
DSP-03647,0.4502,False,RULE_ITEM_NOT_RECEIVED,clean_concede,4,False
DSP-03648,0.1639,False,RULE_NOT_AS_DESCRIBED,clean_concede,3,False
DSP-03649,0.5754,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,2,False
DSP-03650,0.6202,False,RULE_DUPLICATE_CHARGE,clean_fight,0,False
DSP-03651,0.3544,False,RULE_DUPLICATE_CHARGE,clean_concede,3,False
DSP-03652,0.5525,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,2,False
DSP-03653,0.2269,False,RULE_DUPLICATE_CHARGE,clean_concede,3,False
