dispute_id,order_id,reason_code,dispute_date,days_to_dispute,status,true_win_probability,outcome_true,correct_relevant_chunk_id,expected_trajectory,prior_dispute_count_at_time,is_unknown_reason_edge_case,customer_id,amount,item_category,purchase_date,delivery_confirmed,delivery_date,otp_auth_confirmed,shipping_billing_match,prior_complaint_on_file
DSP-05898,ORD-05162,item_not_received,2026-05-18,12,pending,0.6953,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False,CUST-03662,687.32,apparel,2026-05-06,True,2026-05-12,True,True,False
DSP-05385,ORD-05149,item_not_received,2026-05-13,7,pending,0.6009,True,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False,CUST-01824,282.51,digital_goods,2026-05-06,True,2026-05-10,True,True,False
DSP-12399,ORD-08090,item_not_received,2026-07-23,13,pending,0.6554,False,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False,CUST-00285,815.38,groceries,2026-07-10,True,2026-07-12,True,True,False
DSP-07687,ORD-10311,unauthorized_transaction,2026-06-05,19,pending,0.1914,True,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,1,False,CUST-03093,1353.08,home_goods,2026-05-17,True,2026-05-21,False,True,False
DSP-06234,ORD-02812,duplicate_charge,2026-05-22,18,pending,0.1756,False,RULE_DUPLICATE_CHARGE,clean_concede,3,False,CUST-01656,882.12,electronics,2026-05-04,False,,True,True,False
DSP-11841,ORD-05757,item_not_received,2026-07-18,7,pending,0.02,False,RULE_ITEM_NOT_RECEIVED,retry_needed,5,False,CUST-04670,903.74,apparel,2026-07-11,False,,True,True,False
DSP-10641,ORD-07700,item_not_received,2026-07-06,8,pending,0.5186,False,RULE_ITEM_NOT_RECEIVED,clean_fight,2,False,CUST-02523,2614.33,groceries,2026-06-28,True,2026-07-05,True,True,False
DSP-10754,ORD-14683,not_as_described,2026-07-07,3,pending,0.4179,True,RULE_NOT_AS_DESCRIBED,clean_concede,1,False,CUST-02443,102.03,apparel,2026-07-04,True,2026-07-13,False,True,False
DSP-05530,ORD-03290,unauthorized_transaction,2026-05-14,12,pending,0.3798,True,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,2,False,CUST-02657,1520.82,electronics,2026-05-02,False,,True,True,False
DSP-01444,ORD-10051,not_as_described,2026-04-03,4,pending,0.199,False,RULE_NOT_AS_DESCRIBED,clean_concede,0,False,CUST-02816,423.58,groceries,2026-03-30,False,,False,True,False
DSP-09316,ORD-15267,item_not_received,2026-06-22,1,pending,0.6254,True,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False,CUST-02333,1296.95,electronics,2026-06-21,True,2026-06-23,True,True,False
DSP-02707,ORD-01268,not_as_described,2026-04-15,14,pending,0.4827,True,RULE_NOT_AS_DESCRIBED,clean_concede,1,False,CUST-02936,161.51,electronics,2026-04-01,True,2026-04-03,True,True,False
DSP-13533,ORD-01538,not_as_described,2026-08-04,18,pending,0.4949,False,RULE_NOT_AS_DESCRIBED,clean_concede,3,False,CUST-03492,853.68,apparel,2026-07-17,True,2026-07-21,True,True,False
DSP-05297,ORD-19080,item_not_received,2026-05-12,3,pending,0.6067,False,RULE_ITEM_NOT_RECEIVED,clean_fight,2,False,CUST-00462,154.09,apparel,2026-05-09,True,2026-05-11,True,True,False
DSP-04792,ORD-14843,item_not_received,2026-05-06,16,pending,0.6435,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False,CUST-04517,1326.83,apparel,2026-04-20,True,2026-04-22,True,False,False
DSP-01539,ORD-10523,unauthorized_transaction,2026-04-04,9,pending,0.5363,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,3,False,CUST-00808,789.69,electronics,2026-03-26,True,2026-03-28,True,True,False
DSP-05212,ORD-00876,unauthorized_transaction,2026-05-11,15,pending,0.5069,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,4,False,CUST-04002,996.39,home_goods,2026-04-26,True,2026-04-30,True,True,False
DSP-06980,ORD-04115,item_not_received,2026-05-29,15,pending,0.6624,True,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False,CUST-01273,542.07,electronics,2026-05-14,True,2026-05-23,True,True,False
DSP-10545,ORD-03091,not_as_described,2026-07-05,18,pending,0.5578,False,RULE_NOT_AS_DESCRIBED,clean_fight,0,False,CUST-04441,784.59,electronics,2026-06-17,True,2026-06-21,True,True,False
DSP-04540,ORD-19692,unauthorized_transaction,2026-05-04,16,pending,0.6979,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False,CUST-01349,1050.73,apparel,2026-04-18,True,2026-04-20,True,True,False
DSP-10000,ORD-15699,unauthorized_transaction,2026-06-29,7,pending,0.7061,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,2,False,CUST-01674,807.52,home_goods,2026-06-22,True,2026-06-29,True,True,False
DSP-12096,ORD-10927,item_not_received,2026-07-20,16,pending,0.0874,False,RULE_ITEM_NOT_RECEIVED,retry_needed,2,False,CUST-05667,318.59,groceries,2026-07-04,False,,True,True,False
DSP-05865,ORD-19018,duplicate_charge,2026-05-18,19,pending,0.4624,False,RULE_DUPLICATE_CHARGE,clean_concede,1,False,CUST-05902,483.78,digital_goods,2026-04-29,True,2026-05-07,True,True,True
DSP-13525,ORD-17802,unauthorized_transaction,2026-08-04,17,pending,0.6342,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False,CUST-00101,1575.69,groceries,2026-07-18,True,2026-07-24,True,False,False
DSP-08949,ORD-00064,item_not_received,2026-06-18,16,pending,0.6585,False,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False,CUST-00569,401.01,apparel,2026-06-02,True,2026-06-10,True,True,False
DSP-13957,ORD-02206,not_as_described,2026-08-08,7,pending,0.6974,False,RULE_NOT_AS_DESCRIBED,clean_fight,1,False,CUST-04977,339.15,home_goods,2026-08-01,True,2026-08-06,True,True,False
DSP-01011,ORD-11001,item_not_received,2026-03-29,20,pending,0.7694,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False,CUST-01722,1029.97,apparel,2026-03-09,True,2026-03-10,True,True,False
DSP-02545,ORD-18878,unauthorized_transaction,2026-04-14,9,pending,0.3668,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,4,False,CUST-05640,183.37,digital_goods,2026-04-05,True,2026-04-10,True,True,True
DSP-00474,ORD-13568,unauthorized_transaction,2026-03-22,8,pending,0.6774,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,1,False,CUST-03369,1069.44,home_goods,2026-03-14,True,2026-03-15,True,True,False
DSP-13277,ORD-17109,duplicate_charge,2026-08-01,12,pending,0.6827,False,RULE_DUPLICATE_CHARGE,clean_fight,0,False,CUST-00618,340.82,apparel,2026-07-20,True,2026-07-28,True,True,False
DSP-02081,ORD-11426,not_as_described,2026-04-09,20,pending,0.5122,True,RULE_NOT_AS_DESCRIBED,clean_fight,2,False,CUST-03621,612.09,home_goods,2026-03-20,True,2026-03-22,True,True,False
DSP-00007,ORD-00952,item_not_received,2026-03-09,2,pending,0.6597,False,RULE_ITEM_NOT_RECEIVED,clean_fight,5,False,CUST-03921,1431.38,electronics,2026-03-07,True,2026-03-08,True,True,False
DSP-12273,ORD-14067,duplicate_charge,2026-07-22,8,pending,0.5681,False,RULE_DUPLICATE_CHARGE,clean_fight,0,False,CUST-02185,277.36,apparel,2026-07-14,True,2026-07-20,True,True,False
DSP-06541,ORD-07238,not_as_described,2026-05-25,3,pending,0.372,False,RULE_NOT_AS_DESCRIBED,clean_concede,7,False,CUST-03146,763.59,apparel,2026-05-22,True,2026-05-23,False,True,False
DSP-02238,ORD-00756,duplicate_charge,2026-04-11,15,pending,0.0908,False,RULE_DUPLICATE_CHARGE,clean_concede,1,False,CUST-04418,1815.45,digital_goods,2026-03-27,False,,False,True,False
DSP-09563,ORD-09610,not_as_described,2026-06-25,9,pending,0.4971,False,RULE_NOT_AS_DESCRIBED,clean_concede,1,False,CUST-02318,139.66,groceries,2026-06-16,True,2026-06-21,True,True,False
DSP-11433,ORD-19655,not_as_described,2026-07-14,24,pending,0.6756,False,RULE_NOT_AS_DESCRIBED,clean_fight,0,False,CUST-00923,465.47,digital_goods,2026-06-20,True,2026-06-28,True,True,False
DSP-14236,ORD-15422,not_as_described,2026-08-12,18,pending,0.594,True,RULE_NOT_AS_DESCRIBED,clean_fight,1,False,CUST-03480,2764.66,digital_goods,2026-07-25,True,2026-07-28,True,True,False
DSP-05277,ORD-01113,item_not_received,2026-05-12,2,pending,0.5257,True,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False,CUST-03784,3111.98,digital_goods,2026-05-10,True,2026-05-14,False,True,False
DSP-11112,ORD-02620,item_not_received,2026-07-11,22,pending,0.771,True,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False,CUST-04591,859.33,apparel,2026-06-19,True,2026-06-20,True,True,False
DSP-07011,ORD-07441,unauthorized_transaction,2026-05-30,15,pending,0.142,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,4,False,CUST-05138,252.89,groceries,2026-05-15,False,,True,True,False
DSP-01051,ORD-05282,not_as_described,2026-03-30,2,pending,0.4102,True,RULE_NOT_AS_DESCRIBED,clean_concede,0,False,CUST-04935,580.92,groceries,2026-03-28,False,,True,True,False
DSP-04689,ORD-01797,item_not_received,2026-05-06,18,pending,0.4531,True,RULE_ITEM_NOT_RECEIVED,clean_concede,4,False,CUST-00617,343.11,apparel,2026-04-18,True,2026-04-26,True,True,False
DSP-01977,ORD-00730,unauthorized_transaction,2026-04-08,4,pending,0.7208,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False,CUST-03227,972.25,groceries,2026-04-04,True,2026-04-11,True,False,False
DSP-13091,ORD-12032,item_not_received,2026-07-30,2,pending,0.7187,False,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False,CUST-01207,927.35,apparel,2026-07-28,True,2026-08-05,True,True,False
DSP-06773,ORD-13459,not_as_described,2026-05-27,3,pending,0.7564,True,RULE_NOT_AS_DESCRIBED,clean_fight,0,False,CUST-02861,1495.43,apparel,2026-05-24,True,2026-05-28,True,True,False
DSP-08535,ORD-05643,not_as_described,2026-06-14,18,pending,0.3773,False,RULE_NOT_AS_DESCRIBED,clean_concede,0,False,CUST-04643,529.56,electronics,2026-05-27,False,,True,True,False
DSP-14856,ORD-11315,unauthorized_transaction,2026-08-23,19,pending,0.5538,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,3,False,CUST-05294,518.81,digital_goods,2026-08-04,True,2026-08-07,True,True,False
DSP-13918,ORD-08029,duplicate_charge,2026-08-08,2,pending,0.8059,True,RULE_DUPLICATE_CHARGE,clean_fight,0,False,CUST-04910,558.03,groceries,2026-08-06,True,2026-08-12,True,True,False
DSP-11623,ORD-16636,not_as_described,2026-07-16,17,pending,0.5886,True,RULE_NOT_AS_DESCRIBED,clean_fight,0,False,CUST-03156,2174.38,digital_goods,2026-06-29,True,2026-07-07,True,True,False
DSP-09219,ORD-13418,unauthorized_transaction,2026-06-21,16,pending,0.5557,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,1,False,CUST-02622,969.31,digital_goods,2026-06-05,True,2026-06-14,True,True,False
DSP-13526,ORD-05289,item_not_received,2026-08-04,11,pending,0.0479,False,RULE_ITEM_NOT_RECEIVED,retry_needed,3,False,CUST-05831,430.31,digital_goods,2026-07-24,False,,True,True,False
DSP-01835,ORD-13329,unauthorized_transaction,2026-04-07,10,pending,0.4456,True,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,0,False,CUST-00582,495.79,digital_goods,2026-03-28,False,,True,True,False
DSP-02750,ORD-00917,not_as_described,2026-04-16,4,pending,0.4543,False,RULE_NOT_AS_DESCRIBED,clean_concede,2,False,CUST-01516,2818.22,apparel,2026-04-12,True,2026-04-17,True,False,False
DSP-02727,ORD-09711,item_not_received,2026-04-16,5,pending,0.7041,True,RULE_ITEM_NOT_RECEIVED,clean_fight,2,False,CUST-01547,262.13,digital_goods,2026-04-11,True,2026-04-18,True,True,False
DSP-07238,ORD-17906,not_as_described,2026-06-01,14,pending,0.6281,False,RULE_NOT_AS_DESCRIBED,clean_fight,0,False,CUST-01905,4422.62,digital_goods,2026-05-18,True,2026-05-21,True,True,False
DSP-10771,ORD-08639,duplicate_charge,2026-07-07,8,pending,0.1322,False,RULE_DUPLICATE_CHARGE,clean_concede,2,False,CUST-01362,511.48,digital_goods,2026-06-29,False,,True,True,True
DSP-02693,ORD-13385,item_not_received,2026-04-15,19,pending,0.5106,True,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False,CUST-03816,2123.6,digital_goods,2026-03-27,True,2026-03-28,False,True,False
DSP-09147,ORD-17738,item_not_received,2026-06-20,14,pending,0.7475,True,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False,CUST-02760,819.87,groceries,2026-06-06,True,2026-06-07,True,True,False
DSP-13213,ORD-11581,item_not_received,2026-08-01,8,pending,0.6261,False,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False,CUST-01876,1250.63,digital_goods,2026-07-24,True,2026-08-02,True,False,False
DSP-01716,ORD-07666,not_as_described,2026-04-05,20,pending,0.542,False,RULE_NOT_AS_DESCRIBED,clean_fight,3,False,CUST-05086,368.17,home_goods,2026-03-16,True,2026-03-22,True,True,False
DSP-04027,ORD-06795,unauthorized_transaction,2026-04-29,10,pending,0.5968,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,1,False,CUST-02913,383.68,groceries,2026-04-19,True,2026-04-27,True,True,False
DSP-01483,ORD-06163,unauthorized_transaction,2026-04-03,7,pending,0.5598,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,1,False,CUST-03259,204.25,digital_goods,2026-03-27,True,2026-04-04,True,True,False
DSP-00720,ORD-02902,unauthorized_transaction,2026-03-26,16,pending,0.259,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,0,False,CUST-02258,801.97,groceries,2026-03-10,True,2026-03-18,False,True,False
DSP-03736,ORD-13149,duplicate_charge,2026-04-26,12,pending,0.2924,False,RULE_DUPLICATE_CHARGE,clean_concede,5,False,CUST-05695,968.84,digital_goods,2026-04-14,True,2026-04-15,True,True,False
DSP-02393,ORD-04053,not_as_described,2026-04-12,10,pending,0.7078,True,RULE_NOT_AS_DESCRIBED,clean_fight,0,False,CUST-03359,390.49,apparel,2026-04-02,True,2026-04-04,True,True,False
DSP-09419,ORD-18753,item_not_received,2026-06-23,12,pending,0.1281,False,RULE_ITEM_NOT_RECEIVED,retry_needed,1,False,CUST-03523,1637.28,digital_goods,2026-06-11,False,,True,True,False
DSP-07402,ORD-09080,item_not_received,2026-06-03,23,pending,0.569,True,RULE_ITEM_NOT_RECEIVED,clean_fight,2,False,CUST-05693,1174.65,digital_goods,2026-05-11,True,2026-05-13,True,True,True
DSP-12830,ORD-16555,duplicate_charge,2026-07-28,22,pending,0.7574,True,RULE_DUPLICATE_CHARGE,clean_fight,0,False,CUST-00805,235.34,groceries,2026-07-06,True,2026-07-08,True,True,False
DSP-03780,ORD-02694,unauthorized_transaction,2026-04-26,13,pending,0.7265,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False,CUST-00297,132.2,groceries,2026-04-13,True,2026-04-19,True,True,False
DSP-04947,ORD-16980,unauthorized_transaction,2026-05-08,14,pending,0.5298,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,6,False,CUST-01146,157.72,apparel,2026-04-24,True,2026-04-26,True,True,False
DSP-05880,ORD-02029,not_as_described,2026-05-18,19,pending,0.4027,False,RULE_NOT_AS_DESCRIBED,clean_concede,1,False,CUST-00313,789.11,apparel,2026-04-29,True,2026-05-06,True,True,True
DSP-09244,ORD-06616,unauthorized_transaction,2026-06-21,21,pending,0.3997,True,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,5,False,CUST-04542,1180.18,digital_goods,2026-05-31,True,2026-06-06,True,False,False
DSP-11628,ORD-01119,unauthorized_transaction,2026-07-16,6,pending,0.232,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,1,False,CUST-05100,2242.64,home_goods,2026-07-10,True,2026-07-18,False,True,False
DSP-02996,ORD-12791,not_as_described,2026-04-18,17,pending,0.4101,True,RULE_NOT_AS_DESCRIBED,clean_concede,0,False,CUST-00029,202.24,groceries,2026-04-01,True,2026-04-09,False,True,False
DSP-10681,ORD-14506,item_not_received,2026-07-06,15,pending,0.1307,False,RULE_ITEM_NOT_RECEIVED,retry_needed,1,False,CUST-03204,723.11,apparel,2026-06-21,False,,True,True,False
DSP-10454,ORD-18873,not_as_described,2026-07-04,18,pending,0.5889,True,RULE_NOT_AS_DESCRIBED,clean_fight,0,False,CUST-04338,1321.48,electronics,2026-06-16,True,2026-06-23,True,True,False
DSP-14219,ORD-09661,not_as_described,2026-08-11,5,pending,0.473,True,RULE_NOT_AS_DESCRIBED,clean_concede,0,False,CUST-04133,179.02,electronics,2026-08-06,True,2026-08-07,False,True,False
DSP-14901,ORD-15005,unauthorized_transaction,2026-08-24,22,pending,0.4309,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,1,False,CUST-05062,463.26,electronics,2026-08-02,False,,True,True,False
DSP-13713,ORD-05361,unauthorized_transaction,2026-08-06,11,pending,0.2394,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,2,False,CUST-05443,313.05,electronics,2026-07-26,True,2026-08-04,False,True,False
DSP-11356,ORD-16391,duplicate_charge,2026-07-13,1,pending,0.6737,True,RULE_DUPLICATE_CHARGE,clean_fight,0,False,CUST-02483,175.81,groceries,2026-07-12,True,2026-07-17,True,True,False
DSP-04982,ORD-00750,item_not_received,2026-05-08,23,pending,0.5246,False,RULE_ITEM_NOT_RECEIVED,clean_fight,3,False,CUST-02279,646.83,digital_goods,2026-04-15,True,2026-04-22,True,True,False
DSP-00191,ORD-03833,item_not_received,2026-03-17,3,pending,0.2856,True,RULE_ITEM_NOT_RECEIVED,clean_concede,7,False,CUST-01146,5147.5,groceries,2026-03-14,True,2026-03-21,True,False,True
DSP-01925,ORD-15889,duplicate_charge,2026-04-08,3,pending,0.2791,False,RULE_DUPLICATE_CHARGE,clean_concede,3,False,CUST-04687,274.63,electronics,2026-04-05,True,2026-04-07,True,False,False
DSP-12872,ORD-19005,item_not_received,2026-07-28,9,pending,0.4707,False,RULE_ITEM_NOT_RECEIVED,clean_concede,1,False,CUST-01334,325.5,groceries,2026-07-19,True,2026-07-27,True,True,False
DSP-08777,ORD-05468,item_not_received,2026-06-16,22,pending,0.4314,False,RULE_ITEM_NOT_RECEIVED,clean_concede,3,False,CUST-03161,380.63,groceries,2026-05-25,True,2026-06-03,False,True,False
DSP-11587,ORD-06330,unauthorized_transaction,2026-07-15,12,pending,0.517,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,2,False,CUST-05423,1142.86,electronics,2026-07-03,False,,True,True,False
DSP-00378,ORD-06597,item_not_received,2026-03-21,3,pending,0.675,True,RULE_ITEM_NOT_RECEIVED,clean_fight,2,False,CUST-00323,2312.6,digital_goods,2026-03-18,True,2026-03-27,True,True,False
DSP-13718,ORD-12435,unauthorized_transaction,2026-08-06,3,pending,0.7607,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,2,False,CUST-04167,1388.19,apparel,2026-08-03,True,2026-08-11,True,False,False
DSP-06513,ORD-04033,unauthorized_transaction,2026-05-24,20,pending,0.6582,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,1,False,CUST-00707,2955.86,groceries,2026-05-04,True,2026-05-10,True,True,False
DSP-12134,ORD-06759,item_not_received,2026-07-21,6,pending,0.6633,False,RULE_ITEM_NOT_RECEIVED,clean_fight,2,False,CUST-04613,362.98,electronics,2026-07-15,True,2026-07-17,True,True,False
DSP-09713,ORD-03400,unauthorized_transaction,2026-06-26,12,pending,0.6923,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,1,False,CUST-04769,1956.66,apparel,2026-06-14,True,2026-06-19,True,True,False
DSP-12628,ORD-13204,duplicate_charge,2026-07-26,2,pending,0.7187,True,RULE_DUPLICATE_CHARGE,clean_fight,0,False,CUST-01595,1211.42,home_goods,2026-07-24,True,2026-07-28,True,True,False
DSP-01675,ORD-18058,item_not_received,2026-04-05,2,pending,0.7271,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False,CUST-00340,2739.24,apparel,2026-04-03,True,2026-04-11,True,True,True
DSP-02584,ORD-12881,item_not_received,2026-04-14,10,pending,0.6583,False,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False,CUST-01898,946.42,apparel,2026-04-04,True,2026-04-08,True,True,True
DSP-13769,ORD-03611,unauthorized_transaction,2026-08-06,13,pending,0.6481,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,1,False,CUST-02251,1960.88,home_goods,2026-07-24,True,2026-07-28,True,True,False
DSP-13043,ORD-07252,not_as_described,2026-07-30,19,pending,0.3343,True,RULE_NOT_AS_DESCRIBED,clean_concede,0,False,CUST-01328,533.96,electronics,2026-07-11,True,2026-07-16,False,True,False
DSP-12110,ORD-00066,item_not_received,2026-07-21,20,pending,0.6565,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False,CUST-05417,311.79,home_goods,2026-07-01,True,2026-07-02,True,True,False
DSP-05802,ORD-06019,duplicate_charge,2026-05-17,23,pending,0.6398,False,RULE_DUPLICATE_CHARGE,clean_fight,0,False,CUST-04244,648.61,electronics,2026-04-24,True,2026-04-25,True,True,False
DSP-12859,ORD-09372,item_not_received,2026-07-28,1,pending,0.8229,False,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False,CUST-02543,643.08,groceries,2026-07-27,True,2026-08-03,True,True,False
DSP-03836,ORD-06474,item_not_received,2026-04-27,13,pending,0.7052,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False,CUST-02311,488.04,electronics,2026-04-14,True,2026-04-15,True,True,False
DSP-11272,ORD-03856,unauthorized_transaction,2026-07-12,17,pending,0.702,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False,CUST-02471,227.29,electronics,2026-06-25,True,2026-06-28,True,True,False
DSP-10514,ORD-00396,unauthorized_transaction,2026-07-05,11,pending,0.6152,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,2,False,CUST-02334,172.39,apparel,2026-06-24,True,2026-06-27,True,True,False
DSP-00109,ORD-18254,not_as_described,2026-03-15,7,pending,0.369,True,RULE_NOT_AS_DESCRIBED,clean_concede,0,False,CUST-03571,441.29,electronics,2026-03-08,False,,True,False,False
DSP-00032,ORD-11171,item_not_received,2026-03-10,2,pending,0.4923,True,RULE_ITEM_NOT_RECEIVED,clean_concede,6,False,CUST-05925,321.22,groceries,2026-03-08,True,2026-03-09,True,True,False
DSP-12770,ORD-19575,item_not_received,2026-07-27,14,pending,0.6803,True,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False,CUST-04041,432.06,apparel,2026-07-13,True,2026-07-22,True,True,False
DSP-14449,ORD-14517,not_as_described,2026-08-14,20,pending,0.5467,True,RULE_NOT_AS_DESCRIBED,clean_fight,0,False,CUST-00984,198.22,electronics,2026-07-25,True,2026-08-03,True,True,False
DSP-02662,ORD-14497,item_not_received,2026-04-15,7,pending,0.6024,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False,CUST-02375,447.91,home_goods,2026-04-08,True,2026-04-09,True,True,False
DSP-10893,ORD-05057,duplicate_charge,2026-07-09,16,pending,0.424,True,RULE_DUPLICATE_CHARGE,clean_concede,3,False,CUST-00761,506.87,apparel,2026-06-23,True,2026-06-26,True,True,False
DSP-13835,ORD-11035,item_not_received,2026-08-07,21,pending,0.1204,False,RULE_ITEM_NOT_RECEIVED,retry_needed,0,False,CUST-02684,899.92,apparel,2026-07-17,False,,True,False,False
DSP-13990,ORD-19352,unauthorized_transaction,2026-08-09,19,pending,0.6323,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,1,False,CUST-02074,3862.25,digital_goods,2026-07-21,True,2026-07-30,True,True,True
DSP-08009,ORD-03007,item_not_received,2026-06-08,11,pending,0.6116,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False,CUST-00323,2337.2,home_goods,2026-05-28,True,2026-06-05,True,True,True
DSP-05070,ORD-03453,not_as_described,2026-05-09,12,pending,0.5162,True,RULE_NOT_AS_DESCRIBED,clean_fight,1,False,CUST-03954,413.46,digital_goods,2026-04-27,True,2026-04-28,True,True,False
DSP-05158,ORD-06104,unauthorized_transaction,2026-05-10,20,pending,0.0323,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,1,False,CUST-02586,3153.29,apparel,2026-04-20,False,,False,True,False
DSP-12179,ORD-12277,item_not_received,2026-07-21,12,pending,0.5925,False,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False,CUST-02941,1587.5,home_goods,2026-07-09,True,2026-07-12,True,True,False
DSP-05499,ORD-10140,duplicate_charge,2026-05-14,20,pending,0.5503,False,RULE_DUPLICATE_CHARGE,clean_fight,1,False,CUST-05160,288.52,apparel,2026-04-24,True,2026-05-03,True,True,False
DSP-06409,ORD-08866,item_not_received,2026-05-23,12,pending,0.5953,False,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False,CUST-00399,1204.95,apparel,2026-05-11,True,2026-05-12,True,True,False
DSP-06432,ORD-03063,duplicate_charge,2026-05-23,11,pending,0.6031,True,RULE_DUPLICATE_CHARGE,clean_fight,0,False,CUST-03420,859.05,home_goods,2026-05-12,True,2026-05-17,True,True,False
DSP-04392,ORD-12311,duplicate_charge,2026-05-03,20,pending,0.3778,True,RULE_DUPLICATE_CHARGE,clean_concede,1,False,CUST-05306,300.76,digital_goods,2026-04-13,True,2026-04-18,True,False,False
DSP-07487,ORD-17888,not_as_described,2026-06-03,7,pending,0.5251,True,RULE_NOT_AS_DESCRIBED,clean_fight,1,False,CUST-05961,687.49,home_goods,2026-05-27,True,2026-05-30,True,True,False
DSP-11563,ORD-09835,item_not_received,2026-07-15,6,pending,0.6133,False,RULE_ITEM_NOT_RECEIVED,clean_fight,6,False,CUST-03179,133.69,electronics,2026-07-09,True,2026-07-15,True,True,False
DSP-09121,ORD-00638,unauthorized_transaction,2026-06-20,10,pending,0.6601,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,2,False,CUST-04566,486.01,apparel,2026-06-10,True,2026-06-15,True,True,False
DSP-01783,ORD-03602,item_not_received,2026-04-06,1,pending,0.6892,True,RULE_ITEM_NOT_RECEIVED,clean_fight,5,False,CUST-03636,521.56,digital_goods,2026-04-05,True,2026-04-09,True,True,False
DSP-00709,ORD-00174,unauthorized_transaction,2026-03-26,11,pending,0.4934,True,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,6,False,CUST-00871,766.02,apparel,2026-03-15,True,2026-03-21,True,True,False
DSP-01332,ORD-02607,item_not_received,2026-04-02,8,pending,0.608,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False,CUST-04571,1196.42,home_goods,2026-03-25,True,2026-03-31,True,True,True
DSP-06020,ORD-09666,not_as_described,2026-05-19,19,pending,0.325,True,RULE_NOT_AS_DESCRIBED,clean_concede,2,False,CUST-05498,354.5,digital_goods,2026-04-30,True,2026-05-01,True,True,True
DSP-12713,ORD-02999,not_as_described,2026-07-27,10,pending,0.4648,True,RULE_NOT_AS_DESCRIBED,clean_concede,3,False,CUST-05935,853.83,electronics,2026-07-17,True,2026-07-26,True,True,False
DSP-02022,ORD-13205,item_not_received,2026-04-08,16,pending,0.7599,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False,CUST-02211,412.55,electronics,2026-03-23,True,2026-03-29,True,True,False
