order_id,customer_id,amount,item_category,purchase_date,delivery_confirmed,delivery_date,otp_auth_confirmed,shipping_billing_match,prior_complaint_on_file
ORD-03620,CUST-04184,2557.7,groceries,2026-03-13,False,,True,True,False
ORD-03621,CUST-00927,524.54,home_goods,2026-06-16,True,2026-06-18,False,False,False
ORD-03622,CUST-04691,869.06,apparel,2026-05-08,True,2026-05-17,True,True,False
ORD-03623,CUST-00935,1952.16,home_goods,2026-06-15,True,2026-06-17,True,True,False
ORD-03624,CUST-02194,1118.39,digital_goods,2026-04-18,True,2026-04-23,True,True,False
ORD-03625,CUST-04449,303.62,apparel,2026-04-01,True,2026-04-05,False,True,False
ORD-03626,CUST-03005,888.81,groceries,2026-05-27,False,,True,True,False
ORD-03627,CUST-04440,371.67,apparel,2026-04-26,True,2026-04-28,True,True,False
ORD-03628,CUST-00340,860.3,electronics,2026-07-16,True,2026-07-17,True,False,False
ORD-03629,CUST-05889,232.56,digital_goods,2026-07-15,True,2026-07-17,True,True,False
ORD-03630,CUST-03615,760.71,digital_goods,2026-04-09,True,2026-04-15,True,True,False
ORD-03631,CUST-04475,511.08,electronics,2026-04-02,False,,True,True,False
ORD-03632,CUST-01790,668.64,apparel,2026-07-28,True,2026-08-03,False,False,False
ORD-03633,CUST-03482,140.87,apparel,2026-07-10,True,2026-07-15,True,True,False
ORD-03634,CUST-00838,3469.58,digital_goods,2026-04-19,True,2026-04-20,True,True,False
ORD-03635,CUST-05354,5384.25,electronics,2026-06-30,True,2026-07-06,True,False,False
ORD-03636,CUST-02027,1359.06,home_goods,2026-06-12,False,,True,True,False
ORD-03637,CUST-02438,241.79,electronics,2026-03-22,False,,True,True,True
ORD-03638,CUST-00264,596.5,apparel,2026-07-03,True,2026-07-10,True,True,False
ORD-03639,CUST-03684,120.07,electronics,2026-07-15,True,2026-07-21,True,True,False
ORD-03640,CUST-02152,402.47,apparel,2026-08-06,False,,True,True,True
ORD-03641,CUST-02855,313.25,home_goods,2026-05-26,True,2026-05-27,True,True,False
ORD-03642,CUST-00712,334.99,home_goods,2026-06-04,False,,True,True,False
ORD-03643,CUST-03596,1753.43,apparel,2026-03-21,True,2026-03-27,True,True,False
ORD-03644,CUST-00961,789.51,groceries,2026-07-13,False,,True,True,False
ORD-03645,CUST-01941,569.19,apparel,2026-07-10,False,,True,True,False
ORD-03646,CUST-01719,265.66,digital_goods,2026-03-30,True,2026-04-03,True,True,True
ORD-03647,CUST-04816,317.7,apparel,2026-07-28,False,,True,True,False
ORD-03648,CUST-05645,423.04,apparel,2026-03-16,True,2026-03-24,True,False,False
ORD-03649,CUST-02872,421.31,electronics,2026-07-31,True,2026-08-07,False,True,False
ORD-03650,CUST-05822,386.77,home_goods,2026-07-14,True,2026-07-17,True,True,True
ORD-03651,CUST-04999,937.49,digital_goods,2026-04-08,True,2026-04-09,True,True,False
ORD-03652,CUST-05183,359.59,apparel,2026-07-08,True,2026-07-15,True,False,False
ORD-03653,CUST-03507,724.91,electronics,2026-03-26,False,,True,True,False
ORD-03654,CUST-01359,2957.76,groceries,2026-03-14,True,2026-03-20,True,True,False
ORD-03655,CUST-05047,795.9,electronics,2026-07-05,True,2026-07-14,True,True,False
ORD-03656,CUST-01140,381.26,home_goods,2026-05-12,True,2026-05-21,True,True,False
ORD-03657,CUST-01692,888.36,digital_goods,2026-07-23,False,,True,True,True
ORD-03658,CUST-01695,356.5,apparel,2026-07-02,True,2026-07-09,True,True,True
ORD-03659,CUST-00486,127.83,home_goods,2026-06-18,False,,True,True,False
ORD-03660,CUST-04670,139.22,home_goods,2026-05-13,False,,True,True,False
ORD-03661,CUST-02873,781.41,electronics,2026-03-13,True,2026-03-14,True,True,True
ORD-03662,CUST-04360,513.16,digital_goods,2026-08-03,True,2026-08-12,True,True,False
ORD-03663,CUST-02302,1079.78,electronics,2026-07-20,True,2026-07-29,True,True,False
ORD-03664,CUST-04889,949.74,digital_goods,2026-06-07,True,2026-06-08,True,True,True
ORD-03665,CUST-04413,141.28,electronics,2026-03-25,False,,True,True,False
ORD-03666,CUST-01379,830.48,home_goods,2026-06-22,True,2026-06-27,True,True,False
ORD-03667,CUST-02651,512.3,home_goods,2026-03-08,True,2026-03-09,False,True,False
ORD-03668,CUST-05767,508.65,electronics,2026-06-22,True,2026-06-27,True,True,False
ORD-03669,CUST-02397,245.15,electronics,2026-05-07,True,2026-05-14,False,True,False
ORD-03670,CUST-02370,2492.05,electronics,2026-03-30,True,2026-04-07,True,True,False
ORD-03671,CUST-04691,420.75,groceries,2026-07-26,False,,True,True,False
ORD-03672,CUST-02190,1079.38,groceries,2026-04-18,False,,True,True,False
ORD-03673,CUST-04214,544.1,home_goods,2026-06-05,True,2026-06-12,True,True,False
ORD-03674,CUST-05564,976.39,apparel,2026-06-18,True,2026-06-25,True,True,False
ORD-03675,CUST-00780,3118.34,digital_goods,2026-04-04,True,2026-04-06,True,True,False
ORD-03676,CUST-01110,1903.49,home_goods,2026-06-24,False,,True,True,False
ORD-03677,CUST-03371,324.07,home_goods,2026-04-15,True,2026-04-20,True,True,False
ORD-03678,CUST-00485,681.55,apparel,2026-05-02,True,2026-05-04,False,True,False
ORD-03679,CUST-02271,725.72,home_goods,2026-07-30,True,2026-08-07,False,True,False
ORD-03680,CUST-05373,671.06,electronics,2026-05-23,True,2026-05-29,False,True,False
ORD-03681,CUST-01039,2076.95,digital_goods,2026-03-12,True,2026-03-15,True,True,False
ORD-03682,CUST-05746,399.3,digital_goods,2026-04-18,True,2026-04-26,True,True,False
ORD-03683,CUST-01087,270.13,groceries,2026-06-09,True,2026-06-18,True,True,False
ORD-03684,CUST-02045,10067.58,digital_goods,2026-04-04,False,,True,True,False
ORD-03685,CUST-01198,599.97,apparel,2026-07-27,True,2026-07-29,True,False,False
ORD-03686,CUST-05827,668.26,groceries,2026-06-01,True,2026-06-04,True,True,False
ORD-03687,CUST-02638,379.26,groceries,2026-03-12,True,2026-03-16,False,True,False
ORD-03688,CUST-02027,1460.56,electronics,2026-06-22,True,2026-06-26,True,True,False
ORD-03689,CUST-05539,2439.12,home_goods,2026-08-06,True,2026-08-07,True,True,False
ORD-03690,CUST-03217,923.48,groceries,2026-07-22,True,2026-07-28,True,True,False
ORD-03691,CUST-04009,2592.6,electronics,2026-08-06,True,2026-08-10,True,True,True
ORD-03692,CUST-01164,509.28,apparel,2026-03-17,True,2026-03-24,True,True,False
ORD-03693,CUST-04730,893.12,apparel,2026-05-03,True,2026-05-10,True,False,True
ORD-03694,CUST-05180,1218.48,groceries,2026-05-09,True,2026-05-15,False,True,False
ORD-03695,CUST-02201,767.74,digital_goods,2026-05-12,True,2026-05-18,True,True,True
ORD-03696,CUST-05143,278.6,apparel,2026-06-10,True,2026-06-15,True,True,False
ORD-03697,CUST-03393,218.59,electronics,2026-07-30,True,2026-08-06,True,True,False
ORD-03698,CUST-03073,1400.91,electronics,2026-04-15,False,,True,False,False
ORD-03699,CUST-03702,1409.24,electronics,2026-08-05,True,2026-08-08,True,True,False
ORD-03700,CUST-00618,1085.29,home_goods,2026-06-29,True,2026-06-30,True,True,True
ORD-03701,CUST-05190,445.5,digital_goods,2026-07-07,True,2026-07-08,True,True,False
ORD-03702,CUST-00762,728.71,electronics,2026-04-20,True,2026-04-23,True,True,False
ORD-03703,CUST-03300,640.31,electronics,2026-05-27,True,2026-05-30,True,True,False
ORD-03704,CUST-04223,148.21,home_goods,2026-07-17,False,,False,True,True
ORD-03705,CUST-02279,991.64,digital_goods,2026-03-21,True,2026-03-24,True,True,False
ORD-03706,CUST-05691,279.26,groceries,2026-03-30,True,2026-04-02,False,True,False
ORD-03707,CUST-03023,572.22,apparel,2026-03-13,True,2026-03-14,True,True,False
ORD-03708,CUST-03724,750.4,groceries,2026-07-10,True,2026-07-14,True,True,False
ORD-03709,CUST-03998,2292.1,digital_goods,2026-05-22,True,2026-05-27,True,True,False
ORD-03710,CUST-02681,973.2,groceries,2026-03-27,True,2026-04-04,True,True,False
ORD-03711,CUST-04767,1117.99,apparel,2026-03-22,True,2026-03-31,True,True,False
ORD-03712,CUST-00020,2813.71,digital_goods,2026-05-19,True,2026-05-23,False,True,False
ORD-03713,CUST-00763,1386.06,home_goods,2026-04-26,True,2026-05-03,True,False,False
ORD-03714,CUST-05987,4413.41,groceries,2026-05-06,True,2026-05-15,True,True,True
ORD-03715,CUST-03755,973.56,apparel,2026-06-29,True,2026-07-07,True,True,False
ORD-03716,CUST-05200,2733.43,home_goods,2026-05-16,False,,True,True,True
ORD-03717,CUST-05440,100.0,apparel,2026-05-30,True,2026-06-08,True,True,False
ORD-03718,CUST-05712,1195.56,groceries,2026-03-21,True,2026-03-26,True,True,False
ORD-03719,CUST-02934,2466.83,digital_goods,2026-04-25,False,,True,True,False
ORD-03720,CUST-00518,204.79,electronics,2026-04-09,True,2026-04-18,True,True,False
ORD-03721,CUST-04378,524.35,electronics,2026-07-09,True,2026-07-15,True,True,False
ORD-03722,CUST-03258,844.31,electronics,2026-03-07,True,2026-03-15,True,True,False
ORD-03723,CUST-01784,220.3,apparel,2026-05-25,True,2026-06-02,True,True,False
ORD-03724,CUST-03519,162.05,electronics,2026-04-24,True,2026-05-03,True,True,False
ORD-03725,CUST-01735,1543.27,electronics,2026-06-06,True,2026-06-10,True,True,False
ORD-03726,CUST-04052,197.37,apparel,2026-04-29,False,,True,True,False
ORD-03727,CUST-02199,712.51,digital_goods,2026-06-15,False,,False,True,False
ORD-03728,CUST-02644,1127.91,digital_goods,2026-05-10,True,2026-05-11,True,True,True
ORD-03729,CUST-02323,146.88,home_goods,2026-07-28,True,2026-08-04,True,True,False
ORD-03730,CUST-02766,523.01,apparel,2026-06-21,True,2026-06-25,True,False,False
ORD-03731,CUST-04483,135.2,electronics,2026-06-17,False,,True,True,False
ORD-03732,CUST-04734,323.39,apparel,2026-07-23,True,2026-08-01,True,True,False
ORD-03733,CUST-01069,2087.5,apparel,2026-03-29,False,,True,True,False
ORD-03734,CUST-04637,580.11,apparel,2026-04-04,True,2026-04-12,True,True,False
ORD-03735,CUST-03975,1102.96,home_goods,2026-07-29,False,,True,True,False
ORD-03736,CUST-02815,666.75,apparel,2026-05-16,True,2026-05-18,True,True,True
ORD-03737,CUST-05591,1074.46,electronics,2026-05-18,False,,True,True,False
ORD-03738,CUST-00396,213.33,home_goods,2026-03-09,True,2026-03-10,True,True,False
ORD-03739,CUST-00376,724.37,digital_goods,2026-06-25,True,2026-07-01,False,False,False
ORD-03740,CUST-00815,2080.64,home_goods,2026-03-08,True,2026-03-12,True,True,True
ORD-03741,CUST-05129,632.53,groceries,2026-05-06,False,,True,True,True
ORD-03742,CUST-03764,2563.32,electronics,2026-06-01,True,2026-06-06,True,True,False
ORD-03743,CUST-00133,2193.62,electronics,2026-04-03,True,2026-04-09,True,True,False
ORD-03744,CUST-01017,3194.18,home_goods,2026-06-12,True,2026-06-21,True,True,False
ORD-03745,CUST-01294,1634.03,digital_goods,2026-04-27,True,2026-04-28,True,True,False
ORD-03746,CUST-03615,550.03,electronics,2026-05-19,True,2026-05-21,True,True,False
ORD-03747,CUST-03739,154.26,apparel,2026-07-15,True,2026-07-17,True,True,False
ORD-03748,CUST-00005,895.95,electronics,2026-05-20,True,2026-05-24,True,True,False
ORD-03749,CUST-03504,1474.0,apparel,2026-03-25,True,2026-03-29,True,True,False
ORD-03750,CUST-01657,297.98,digital_goods,2026-05-25,True,2026-05-26,False,True,False
ORD-03751,CUST-05640,593.54,home_goods,2026-03-27,True,2026-04-01,True,True,False
ORD-03752,CUST-01080,813.27,apparel,2026-03-29,False,,True,True,False
ORD-03753,CUST-05324,1546.66,electronics,2026-05-01,False,,True,True,False
ORD-03754,CUST-02472,129.73,electronics,2026-07-05,True,2026-07-07,True,True,False
ORD-03755,CUST-01302,3072.35,groceries,2026-07-11,True,2026-07-16,True,True,False
ORD-03756,CUST-02244,352.86,electronics,2026-07-27,True,2026-07-28,True,True,False
ORD-03757,CUST-00764,1315.12,groceries,2026-06-15,True,2026-06-18,True,True,False
ORD-03758,CUST-05362,1161.34,electronics,2026-08-01,True,2026-08-05,True,True,False
ORD-03759,CUST-02952,1066.44,groceries,2026-04-01,False,,True,False,False
ORD-03760,CUST-02051,292.86,apparel,2026-07-10,True,2026-07-19,True,True,True
ORD-03761,CUST-00675,1084.08,digital_goods,2026-06-30,True,2026-07-05,True,True,False
ORD-03762,CUST-03046,1507.72,home_goods,2026-05-12,True,2026-05-16,True,True,False
ORD-03763,CUST-05443,320.5,home_goods,2026-03-08,True,2026-03-09,True,True,False
ORD-03764,CUST-05315,591.14,digital_goods,2026-04-01,True,2026-04-07,True,False,False
ORD-03765,CUST-01355,1588.84,groceries,2026-05-22,True,2026-05-28,True,True,False
ORD-03766,CUST-00424,568.03,digital_goods,2026-03-13,True,2026-03-16,False,True,True
ORD-03767,CUST-03246,1226.05,digital_goods,2026-05-12,True,2026-05-15,True,False,False
ORD-03768,CUST-05124,481.74,apparel,2026-04-11,True,2026-04-20,True,True,False
ORD-03769,CUST-02502,440.24,groceries,2026-04-10,True,2026-04-13,True,False,True
ORD-03770,CUST-05947,569.23,apparel,2026-07-26,True,2026-07-27,True,True,False
ORD-03771,CUST-05729,383.66,apparel,2026-05-15,True,2026-05-22,True,True,False
ORD-03772,CUST-01918,1432.4,digital_goods,2026-06-17,True,2026-06-25,True,True,False
ORD-03773,CUST-03516,384.66,home_goods,2026-04-08,False,,True,True,False
ORD-03774,CUST-05369,871.3,digital_goods,2026-06-24,True,2026-07-03,True,True,False
ORD-03775,CUST-00747,1386.86,apparel,2026-05-25,False,,True,True,False
ORD-03776,CUST-05764,352.62,apparel,2026-06-06,True,2026-06-09,True,False,False
ORD-03777,CUST-00779,571.27,apparel,2026-07-15,True,2026-07-23,True,True,False
ORD-03778,CUST-00008,607.75,apparel,2026-03-20,False,,False,True,False
ORD-03779,CUST-01748,902.81,electronics,2026-07-17,True,2026-07-21,True,True,False
ORD-03780,CUST-03906,461.28,apparel,2026-08-04,True,2026-08-10,True,True,False
ORD-03781,CUST-00638,1364.55,apparel,2026-03-16,False,,True,True,False
ORD-03782,CUST-01087,854.23,digital_goods,2026-06-16,True,2026-06-24,True,True,False
ORD-03783,CUST-04863,243.19,apparel,2026-03-19,True,2026-03-21,True,True,False
ORD-03784,CUST-01852,1257.25,home_goods,2026-03-25,True,2026-03-30,True,True,False
ORD-03785,CUST-04255,1142.91,home_goods,2026-07-14,True,2026-07-16,True,False,False
ORD-03786,CUST-05570,952.72,groceries,2026-03-18,True,2026-03-21,True,True,False
ORD-03787,CUST-03645,2067.72,electronics,2026-07-24,True,2026-08-02,True,True,False
ORD-03788,CUST-00076,529.22,digital_goods,2026-04-27,False,,True,True,False
ORD-03789,CUST-00066,242.83,apparel,2026-06-10,False,,True,True,False
ORD-03790,CUST-05698,1859.87,apparel,2026-07-30,False,,True,False,False
ORD-03791,CUST-02814,1548.67,groceries,2026-07-12,False,,True,True,False
ORD-03792,CUST-00987,348.82,apparel,2026-04-09,True,2026-04-17,True,True,True
ORD-03793,CUST-03459,3271.53,electronics,2026-07-14,True,2026-07-22,True,True,True
ORD-03794,CUST-05685,523.43,apparel,2026-03-31,True,2026-04-02,True,True,False
ORD-03795,CUST-01082,133.99,digital_goods,2026-04-29,False,,True,True,False
ORD-03796,CUST-03913,668.57,home_goods,2026-04-07,True,2026-04-09,True,True,False
ORD-03797,CUST-00580,1934.17,digital_goods,2026-04-27,True,2026-05-05,True,True,False
ORD-03798,CUST-01875,2906.87,electronics,2026-06-14,True,2026-06-19,False,True,False
ORD-03799,CUST-03138,290.16,apparel,2026-05-31,True,2026-06-05,True,True,True
ORD-03800,CUST-00731,1334.3,apparel,2026-05-05,True,2026-05-10,True,True,False
ORD-03801,CUST-05986,2318.95,digital_goods,2026-06-05,True,2026-06-11,True,True,True
ORD-03802,CUST-00839,256.61,apparel,2026-05-20,True,2026-05-28,False,False,False
ORD-03803,CUST-00845,392.11,home_goods,2026-07-21,True,2026-07-24,True,True,False
ORD-03804,CUST-02566,1037.06,apparel,2026-06-29,True,2026-07-08,False,True,False
ORD-03805,CUST-03011,100.0,electronics,2026-04-07,False,,True,False,False
ORD-03806,CUST-02451,2111.52,home_goods,2026-07-09,True,2026-07-14,True,True,False
ORD-03807,CUST-01123,419.69,home_goods,2026-04-24,True,2026-04-25,True,True,True
ORD-03808,CUST-03135,521.57,groceries,2026-04-30,True,2026-05-01,True,False,False
ORD-03809,CUST-01090,969.94,home_goods,2026-06-24,True,2026-07-02,True,True,False
ORD-03810,CUST-05255,644.11,apparel,2026-07-27,False,,True,False,True
ORD-03811,CUST-05547,424.5,electronics,2026-05-17,True,2026-05-24,True,True,False
ORD-03812,CUST-01170,391.08,digital_goods,2026-08-04,True,2026-08-09,True,True,False
ORD-03813,CUST-00560,3681.17,digital_goods,2026-06-11,True,2026-06-19,True,True,False
ORD-03814,CUST-04345,429.91,groceries,2026-04-10,True,2026-04-18,True,True,False
ORD-03815,CUST-04614,206.11,home_goods,2026-05-31,True,2026-06-07,True,True,False
ORD-03816,CUST-00069,163.55,electronics,2026-05-05,False,,False,True,False
ORD-03817,CUST-04999,1090.54,digital_goods,2026-04-02,True,2026-04-08,False,True,False
ORD-03818,CUST-05324,149.09,electronics,2026-04-10,True,2026-04-19,True,True,False
ORD-03819,CUST-01344,1021.39,groceries,2026-07-16,True,2026-07-23,True,True,False
ORD-03820,CUST-03605,915.44,digital_goods,2026-05-30,True,2026-06-07,False,False,False
ORD-03821,CUST-02876,470.69,groceries,2026-05-11,True,2026-05-20,True,True,False
ORD-03822,CUST-05918,1367.13,electronics,2026-07-11,True,2026-07-12,True,False,True
ORD-03823,CUST-01745,2105.33,apparel,2026-06-18,True,2026-06-21,True,True,False
ORD-03824,CUST-05145,640.37,groceries,2026-06-27,True,2026-07-02,True,True,False
ORD-03825,CUST-01240,1097.5,apparel,2026-07-27,True,2026-08-01,True,True,False
ORD-03826,CUST-03372,2544.78,electronics,2026-03-08,True,2026-03-13,False,True,False
ORD-03827,CUST-05046,1383.0,digital_goods,2026-03-17,True,2026-03-18,True,True,False
ORD-03828,CUST-05624,3203.13,groceries,2026-05-16,True,2026-05-23,True,True,False
ORD-03829,CUST-03624,1114.01,apparel,2026-07-10,True,2026-07-16,True,True,False
ORD-03830,CUST-01779,850.55,electronics,2026-05-28,True,2026-06-02,False,True,False
ORD-03831,CUST-00710,2030.99,electronics,2026-05-02,True,2026-05-07,True,True,False
ORD-03832,CUST-00823,418.93,apparel,2026-05-05,True,2026-05-09,False,False,False
ORD-03833,CUST-01146,5147.5,groceries,2026-03-14,True,2026-03-21,True,False,True
ORD-03834,CUST-01008,190.62,apparel,2026-06-05,True,2026-06-12,True,True,False
ORD-03835,CUST-04829,442.46,electronics,2026-06-20,True,2026-06-22,False,False,False
ORD-03836,CUST-05980,601.11,electronics,2026-07-13,True,2026-07-14,True,True,False
ORD-03837,CUST-03145,1414.29,home_goods,2026-03-13,True,2026-03-22,True,True,False
ORD-03838,CUST-02879,274.13,electronics,2026-06-19,True,2026-06-23,True,True,False
ORD-03839,CUST-03517,448.93,home_goods,2026-03-24,True,2026-03-28,True,True,False
ORD-03840,CUST-02576,369.32,apparel,2026-06-05,True,2026-06-11,True,True,False
ORD-03841,CUST-01145,392.52,apparel,2026-03-22,True,2026-03-30,True,True,False
ORD-03842,CUST-02029,486.89,electronics,2026-03-13,True,2026-03-20,True,True,False
ORD-03843,CUST-02268,1203.42,groceries,2026-03-24,False,,True,True,False
ORD-03844,CUST-05280,650.89,apparel,2026-06-13,False,,True,True,False
ORD-03845,CUST-00690,2443.23,apparel,2026-07-13,True,2026-07-17,True,True,False
ORD-03846,CUST-02032,2192.41,electronics,2026-07-26,True,2026-08-03,True,True,False
ORD-03847,CUST-04533,1153.89,apparel,2026-04-22,False,,True,True,False
ORD-03848,CUST-04923,305.27,electronics,2026-06-01,False,,False,True,True
ORD-03849,CUST-04915,440.22,electronics,2026-05-31,True,2026-06-01,False,True,False
ORD-03850,CUST-05907,154.1,electronics,2026-05-17,True,2026-05-19,False,True,False
ORD-03851,CUST-04977,1109.0,groceries,2026-05-04,False,,True,True,False
ORD-03852,CUST-02334,295.16,electronics,2026-04-09,False,,True,True,False
ORD-03853,CUST-05656,353.79,groceries,2026-03-08,True,2026-03-16,True,True,True
ORD-03854,CUST-00219,4349.21,groceries,2026-04-06,True,2026-04-12,True,True,False
ORD-03855,CUST-05393,1434.6,digital_goods,2026-04-03,True,2026-04-04,True,True,True
ORD-03856,CUST-02471,227.29,electronics,2026-06-25,True,2026-06-28,True,True,False
ORD-03857,CUST-01683,484.29,digital_goods,2026-05-17,False,,True,True,False
ORD-03858,CUST-04241,2685.4,digital_goods,2026-05-05,True,2026-05-10,True,False,False
ORD-03859,CUST-04971,1261.28,apparel,2026-03-07,True,2026-03-15,False,True,False
ORD-03860,CUST-04174,990.03,home_goods,2026-03-22,True,2026-03-24,True,True,False
ORD-03861,CUST-01545,4434.46,groceries,2026-03-21,False,,True,True,False
ORD-03862,CUST-03209,308.63,groceries,2026-05-26,True,2026-06-03,True,True,False
ORD-03863,CUST-02421,100.0,home_goods,2026-06-14,True,2026-06-23,False,True,False
ORD-03864,CUST-05293,403.88,digital_goods,2026-07-27,True,2026-08-01,True,True,False
ORD-03865,CUST-00447,163.44,home_goods,2026-05-28,True,2026-05-30,True,True,False
ORD-03866,CUST-01960,727.24,digital_goods,2026-07-03,True,2026-07-12,True,False,False
ORD-03867,CUST-04054,541.07,electronics,2026-05-19,True,2026-05-23,True,True,False
ORD-03868,CUST-03161,630.32,digital_goods,2026-08-06,True,2026-08-10,True,True,False
ORD-03869,CUST-00923,2280.01,apparel,2026-06-26,True,2026-07-05,True,True,False
ORD-03870,CUST-01974,776.31,groceries,2026-05-25,True,2026-05-28,True,False,True
ORD-03871,CUST-04092,594.76,electronics,2026-06-28,True,2026-07-04,True,True,False
ORD-03872,CUST-05227,282.54,electronics,2026-08-05,False,,False,True,False
ORD-03873,CUST-04865,1356.21,home_goods,2026-05-19,True,2026-05-25,False,True,True
ORD-03874,CUST-00581,182.33,home_goods,2026-06-21,True,2026-06-30,True,True,False
ORD-03875,CUST-04327,251.35,electronics,2026-04-23,False,,True,True,False
ORD-03876,CUST-00098,1168.88,home_goods,2026-07-20,True,2026-07-21,True,True,False
ORD-03877,CUST-02958,1364.02,home_goods,2026-07-10,True,2026-07-18,True,True,False
ORD-03878,CUST-02592,219.26,home_goods,2026-04-17,True,2026-04-23,True,True,False
ORD-03879,CUST-01081,1167.64,apparel,2026-03-13,True,2026-03-16,False,True,False
ORD-03880,CUST-03168,773.44,electronics,2026-08-03,False,,True,True,False
ORD-03881,CUST-04656,514.61,electronics,2026-05-10,False,,True,True,False
ORD-03882,CUST-03447,1107.83,home_goods,2026-07-02,True,2026-07-03,True,True,False
ORD-03883,CUST-02993,1620.75,groceries,2026-04-11,True,2026-04-16,True,True,False
ORD-03884,CUST-04475,380.39,electronics,2026-04-04,True,2026-04-06,False,True,False
ORD-03885,CUST-05594,1488.72,digital_goods,2026-04-13,False,,True,True,False
ORD-03886,CUST-01415,404.05,electronics,2026-08-06,True,2026-08-09,True,True,False
ORD-03887,CUST-03858,166.24,apparel,2026-05-18,False,,True,True,False
ORD-03888,CUST-00597,1577.16,digital_goods,2026-03-19,True,2026-03-27,True,True,False
ORD-03889,CUST-00136,284.44,electronics,2026-04-27,True,2026-05-04,True,True,False
ORD-03890,CUST-04811,3914.38,electronics,2026-04-16,True,2026-04-18,True,True,False
ORD-03891,CUST-00553,354.11,groceries,2026-04-16,True,2026-04-25,True,True,False
ORD-03892,CUST-00112,689.89,electronics,2026-03-24,True,2026-03-31,True,True,False
ORD-03893,CUST-02147,126.76,electronics,2026-06-26,True,2026-06-30,True,False,False
ORD-03894,CUST-01767,741.68,home_goods,2026-06-29,True,2026-06-30,True,True,False
ORD-03895,CUST-00326,772.65,groceries,2026-03-11,True,2026-03-17,True,True,False
ORD-03896,CUST-00495,673.54,groceries,2026-06-17,True,2026-06-21,True,True,False
ORD-03897,CUST-03260,1868.1,groceries,2026-04-14,False,,True,True,True
ORD-03898,CUST-04150,343.86,electronics,2026-05-31,False,,True,True,False
ORD-03899,CUST-02346,4147.78,apparel,2026-03-19,True,2026-03-25,True,True,False
ORD-03900,CUST-05149,449.51,digital_goods,2026-05-27,True,2026-06-04,True,True,False
ORD-03901,CUST-05837,158.49,home_goods,2026-04-06,True,2026-04-09,True,True,False
ORD-03902,CUST-04104,925.99,apparel,2026-05-20,True,2026-05-21,False,False,False
ORD-03903,CUST-03403,348.87,electronics,2026-05-27,True,2026-06-01,True,True,True
ORD-03904,CUST-03469,647.0,groceries,2026-07-18,True,2026-07-25,True,True,False
ORD-03905,CUST-05749,912.29,digital_goods,2026-06-17,True,2026-06-22,True,True,False
ORD-03906,CUST-03295,713.75,apparel,2026-04-12,False,,False,True,False
ORD-03907,CUST-00675,1463.95,apparel,2026-06-30,True,2026-07-08,True,True,True
ORD-03908,CUST-05247,265.1,home_goods,2026-06-24,True,2026-06-25,True,True,False
ORD-03909,CUST-04395,475.16,groceries,2026-03-09,True,2026-03-12,True,True,False
ORD-03910,CUST-04404,1805.47,apparel,2026-05-17,False,,False,True,False
ORD-03911,CUST-05046,450.63,digital_goods,2026-05-13,True,2026-05-16,True,True,False
ORD-03912,CUST-01250,921.61,groceries,2026-03-12,True,2026-03-20,True,True,False
ORD-03913,CUST-02273,3511.94,groceries,2026-07-16,True,2026-07-23,True,True,False
ORD-03914,CUST-00684,1532.01,electronics,2026-05-12,True,2026-05-17,True,True,False
ORD-03915,CUST-02538,530.06,apparel,2026-07-10,False,,False,True,True
ORD-03916,CUST-00647,2257.86,groceries,2026-05-20,True,2026-05-25,True,True,False
ORD-03917,CUST-04188,547.85,apparel,2026-07-31,True,2026-08-09,True,True,False
ORD-03918,CUST-01664,475.41,digital_goods,2026-04-05,True,2026-04-06,True,True,False
ORD-03919,CUST-01272,2919.2,apparel,2026-08-02,True,2026-08-05,True,True,False
ORD-03920,CUST-04394,853.74,electronics,2026-07-23,True,2026-07-24,True,True,False
ORD-03921,CUST-02676,206.73,apparel,2026-07-27,True,2026-07-28,True,True,False
ORD-03922,CUST-03200,717.94,apparel,2026-04-20,True,2026-04-23,False,True,False
ORD-03923,CUST-04804,558.71,digital_goods,2026-04-24,True,2026-05-03,True,True,False
ORD-03924,CUST-05196,4935.0,apparel,2026-06-15,True,2026-06-24,True,True,True
ORD-03925,CUST-05323,2193.35,groceries,2026-03-24,True,2026-03-28,False,True,True
ORD-03926,CUST-05579,250.37,groceries,2026-08-05,True,2026-08-07,False,True,False
ORD-03927,CUST-05268,1611.55,groceries,2026-05-19,True,2026-05-27,True,True,True
ORD-03928,CUST-00541,1347.02,apparel,2026-05-14,True,2026-05-22,False,True,False
ORD-03929,CUST-02540,353.55,apparel,2026-03-14,False,,True,True,False
ORD-03930,CUST-05723,592.08,electronics,2026-05-16,True,2026-05-24,True,True,True
ORD-03931,CUST-03583,115.42,electronics,2026-03-30,True,2026-04-05,True,True,False
ORD-03932,CUST-05979,502.33,apparel,2026-03-28,True,2026-04-05,True,True,False
ORD-03933,CUST-01954,400.54,apparel,2026-05-26,True,2026-05-29,True,True,False
ORD-03934,CUST-00474,523.33,electronics,2026-04-06,False,,True,True,False
ORD-03935,CUST-02002,755.12,apparel,2026-07-18,False,,True,True,True
ORD-03936,CUST-00706,649.41,apparel,2026-07-27,True,2026-08-04,True,True,False
ORD-03937,CUST-03559,403.16,groceries,2026-05-19,True,2026-05-24,True,True,False
ORD-03938,CUST-00950,315.57,apparel,2026-04-03,True,2026-04-04,True,True,True
