dispute_id,order_id,reason_code,dispute_date,days_to_dispute,status
DSP-01669,ORD-07049,not_as_described,2026-04-05,1,pending
DSP-01670,ORD-16959,unauthorized_transaction,2026-04-05,18,pending
DSP-01671,ORD-10767,unauthorized_transaction,2026-04-05,15,pending
DSP-01672,ORD-00757,duplicate_charge,2026-04-05,12,pending
DSP-01673,ORD-00578,not_as_described,2026-04-05,18,pending
DSP-01674,ORD-12515,item_not_received,2026-04-05,1,pending
DSP-01675,ORD-18058,item_not_received,2026-04-05,2,pending
DSP-01676,ORD-10949,item_not_received,2026-04-05,18,pending
DSP-01677,ORD-07773,not_as_described,2026-04-05,8,pending
DSP-01678,ORD-15194,item_not_received,2026-04-05,18,pending
DSP-01679,ORD-10755,duplicate_charge,2026-04-05,2,pending
DSP-01680,ORD-04234,duplicate_charge,2026-04-05,1,pending
DSP-01681,ORD-06647,unauthorized_transaction,2026-04-05,21,pending
DSP-01682,ORD-03675,not_as_described,2026-04-05,1,pending
DSP-01683,ORD-17131,not_as_described,2026-04-05,14,pending
DSP-01684,ORD-06828,unauthorized_transaction,2026-04-05,20,pending
DSP-01685,ORD-01891,unauthorized_transaction,2026-04-05,4,pending
DSP-01686,ORD-19626,unauthorized_transaction,2026-04-05,15,pending
DSP-01687,ORD-01000,not_as_described,2026-04-05,15,pending
DSP-01688,ORD-18604,unauthorized_transaction,2026-04-05,24,pending
DSP-01689,ORD-17108,item_not_received,2026-04-05,2,pending
DSP-01690,ORD-09166,not_as_described,2026-04-05,6,pending
DSP-01691,ORD-03534,item_not_received,2026-04-05,7,pending
DSP-01692,ORD-02307,not_as_described,2026-04-05,22,pending
DSP-01693,ORD-03385,duplicate_charge,2026-04-05,21,pending
DSP-01694,ORD-16134,item_not_received,2026-04-05,19,pending
DSP-01695,ORD-12588,not_as_described,2026-04-05,4,pending
DSP-01696,ORD-10261,duplicate_charge,2026-04-05,7,pending
DSP-01697,ORD-19595,not_as_described,2026-04-05,11,pending
DSP-01698,ORD-05403,not_as_described,2026-04-05,8,pending
DSP-01699,ORD-15204,item_not_received,2026-04-05,15,pending
DSP-01700,ORD-04685,item_not_received,2026-04-05,19,pending
DSP-01701,ORD-04202,item_not_received,2026-04-05,18,pending
DSP-01702,ORD-16123,item_not_received,2026-04-05,19,pending
DSP-01703,ORD-17980,unauthorized_transaction,2026-04-05,8,pending
DSP-01704,ORD-12413,item_not_received,2026-04-05,14,pending
DSP-01705,ORD-13694,duplicate_charge,2026-04-05,17,pending
DSP-01706,ORD-17724,duplicate_charge,2026-04-05,2,pending
DSP-01707,ORD-04858,not_as_described,2026-04-05,3,pending
DSP-01708,ORD-10303,duplicate_charge,2026-04-05,17,pending
DSP-01709,ORD-02078,item_not_received,2026-04-05,13,pending
DSP-01710,ORD-09208,duplicate_charge,2026-04-05,21,pending
DSP-01711,ORD-18301,not_as_described,2026-04-05,1,pending
DSP-01712,ORD-07610,item_not_received,2026-04-05,11,pending
DSP-01713,ORD-08588,unauthorized_transaction,2026-04-05,24,pending
DSP-01714,ORD-19557,item_not_received,2026-04-05,24,pending
DSP-01715,ORD-13780,not_as_described,2026-04-05,7,pending
DSP-01716,ORD-07666,not_as_described,2026-04-05,20,pending
DSP-01717,ORD-03884,item_not_received,2026-04-05,1,pending
DSP-01718,ORD-02349,item_not_received,2026-04-05,18,pending
DSP-01719,ORD-19974,item_not_received,2026-04-05,3,pending
DSP-01720,ORD-14465,item_not_received,2026-04-05,5,pending
DSP-01721,ORD-04345,not_as_described,2026-04-05,15,pending
DSP-01722,ORD-00747,not_as_described,2026-04-05,23,pending
DSP-01723,ORD-15558,item_not_received,2026-04-05,20,pending
DSP-01724,ORD-17462,unauthorized_transaction,2026-04-05,3,pending
DSP-01725,ORD-12136,not_as_described,2026-04-05,5,pending
DSP-01726,ORD-04678,unauthorized_transaction,2026-04-05,21,pending
DSP-01727,ORD-02817,not_as_described,2026-04-05,4,pending
DSP-01728,ORD-19903,item_not_received,2026-04-05,16,pending
DSP-01729,ORD-09526,unauthorized_transaction,2026-04-05,8,pending
DSP-01730,ORD-13747,not_as_described,2026-04-05,1,pending
DSP-01731,ORD-10285,item_not_received,2026-04-05,6,pending
DSP-01732,ORD-00741,other_unclassified,2026-04-05,10,pending
DSP-01733,ORD-18811,duplicate_charge,2026-04-05,14,pending
DSP-01734,ORD-14614,item_not_received,2026-04-06,23,pending
DSP-01735,ORD-06432,item_not_received,2026-04-06,16,pending
DSP-01736,ORD-01576,not_as_described,2026-04-06,12,pending
DSP-01737,ORD-14881,duplicate_charge,2026-04-06,3,pending
DSP-01738,ORD-02989,item_not_received,2026-04-06,23,pending
DSP-01739,ORD-02076,not_as_described,2026-04-06,11,pending
DSP-01740,ORD-02142,item_not_received,2026-04-06,12,pending
DSP-01741,ORD-17698,item_not_received,2026-04-06,19,pending
DSP-01742,ORD-07855,item_not_received,2026-04-06,23,pending
DSP-01743,ORD-01435,duplicate_charge,2026-04-06,20,pending
DSP-01744,ORD-17203,item_not_received,2026-04-06,10,pending
DSP-01745,ORD-10230,duplicate_charge,2026-04-06,7,pending
DSP-01746,ORD-00992,item_not_received,2026-04-06,15,pending
DSP-01747,ORD-11732,unauthorized_transaction,2026-04-06,6,pending
DSP-01748,ORD-03654,unauthorized_transaction,2026-04-06,23,pending
DSP-01749,ORD-14747,item_not_received,2026-04-06,12,pending
DSP-01750,ORD-07829,duplicate_charge,2026-04-06,19,pending
DSP-01751,ORD-04446,not_as_described,2026-04-06,10,pending
DSP-01752,ORD-17816,unauthorized_transaction,2026-04-06,21,pending
DSP-01753,ORD-15387,item_not_received,2026-04-06,24,pending
DSP-01754,ORD-17180,unauthorized_transaction,2026-04-06,3,pending
DSP-01755,ORD-06079,duplicate_charge,2026-04-06,14,pending
DSP-01756,ORD-06128,item_not_received,2026-04-06,10,pending
DSP-01757,ORD-19804,unauthorized_transaction,2026-04-06,4,pending
DSP-01758,ORD-00994,item_not_received,2026-04-06,2,pending
DSP-01759,ORD-17673,not_as_described,2026-04-06,12,pending
DSP-01760,ORD-13663,duplicate_charge,2026-04-06,10,pending
DSP-01761,ORD-06943,duplicate_charge,2026-04-06,16,pending
DSP-01762,ORD-10430,unauthorized_transaction,2026-04-06,5,pending
DSP-01763,ORD-12848,unauthorized_transaction,2026-04-06,19,pending
DSP-01764,ORD-00950,item_not_received,2026-04-06,6,pending
DSP-01765,ORD-19680,item_not_received,2026-04-06,17,pending
DSP-01766,ORD-17952,item_not_received,2026-04-06,10,pending
DSP-01767,ORD-03072,duplicate_charge,2026-04-06,5,pending
DSP-01768,ORD-07327,item_not_received,2026-04-06,24,pending
DSP-01769,ORD-08500,not_as_described,2026-04-06,23,pending
DSP-01770,ORD-19915,item_not_received,2026-04-06,6,pending
DSP-01771,ORD-05664,item_not_received,2026-04-06,21,pending
DSP-01772,ORD-18012,not_as_described,2026-04-06,16,pending
DSP-01773,ORD-04402,not_as_described,2026-04-06,20,pending
DSP-01774,ORD-03300,item_not_received,2026-04-06,1,pending
DSP-01775,ORD-15296,not_as_described,2026-04-06,5,pending
DSP-01776,ORD-07373,duplicate_charge,2026-04-06,20,pending
DSP-01777,ORD-11776,unauthorized_transaction,2026-04-06,20,pending
DSP-01778,ORD-06354,not_as_described,2026-04-06,9,pending
DSP-01779,ORD-19702,duplicate_charge,2026-04-06,3,pending
DSP-01780,ORD-01192,duplicate_charge,2026-04-06,10,pending
DSP-01781,ORD-04525,unauthorized_transaction,2026-04-06,2,pending
DSP-01782,ORD-16010,unauthorized_transaction,2026-04-06,2,pending
DSP-01783,ORD-03602,item_not_received,2026-04-06,1,pending
DSP-01784,ORD-07732,unauthorized_transaction,2026-04-06,17,pending
DSP-01785,ORD-10686,unauthorized_transaction,2026-04-06,5,pending
DSP-01786,ORD-05126,duplicate_charge,2026-04-06,10,pending
DSP-01787,ORD-12224,not_as_described,2026-04-06,8,pending
DSP-01788,ORD-02499,item_not_received,2026-04-06,24,pending
DSP-01789,ORD-18697,not_as_described,2026-04-06,20,pending
DSP-01790,ORD-01197,unauthorized_transaction,2026-04-06,16,pending
DSP-01791,ORD-12208,not_as_described,2026-04-06,15,pending
DSP-01792,ORD-07913,not_as_described,2026-04-06,18,pending
DSP-01793,ORD-03766,unauthorized_transaction,2026-04-06,24,pending
DSP-01794,ORD-18629,not_as_described,2026-04-06,2,pending
DSP-01795,ORD-18825,not_as_described,2026-04-06,8,pending
DSP-01796,ORD-19950,item_not_received,2026-04-06,9,pending
DSP-01797,ORD-16686,unauthorized_transaction,2026-04-06,8,pending
DSP-01798,ORD-03888,item_not_received,2026-04-06,18,pending
DSP-01799,ORD-03466,item_not_received,2026-04-06,9,pending
DSP-01800,ORD-18148,unauthorized_transaction,2026-04-06,22,pending
DSP-01801,ORD-13817,unauthorized_transaction,2026-04-06,24,pending
DSP-01802,ORD-17356,not_as_described,2026-04-06,24,pending
DSP-01803,ORD-10233,unauthorized_transaction,2026-04-06,2,pending
DSP-01804,ORD-03637,not_as_described,2026-04-06,15,pending
DSP-01805,ORD-16710,not_as_described,2026-04-06,16,pending
DSP-01806,ORD-11503,item_not_received,2026-04-06,6,pending
DSP-01807,ORD-16401,item_not_received,2026-04-06,24,pending
DSP-01808,ORD-15522,unauthorized_transaction,2026-04-06,16,pending
DSP-01809,ORD-03705,unauthorized_transaction,2026-04-06,16,pending
DSP-01810,ORD-17402,not_as_described,2026-04-06,15,pending
DSP-01811,ORD-03125,item_not_received,2026-04-06,16,pending
DSP-01812,ORD-13873,item_not_received,2026-04-06,16,pending
DSP-01813,ORD-07253,item_not_received,2026-04-06,13,pending
DSP-01814,ORD-14762,not_as_described,2026-04-06,24,pending
DSP-01815,ORD-08451,not_as_described,2026-04-06,3,pending
DSP-01816,ORD-16838,duplicate_charge,2026-04-06,5,pending
DSP-01817,ORD-15760,not_as_described,2026-04-06,18,pending
DSP-01818,ORD-09437,not_as_described,2026-04-06,20,pending
DSP-01819,ORD-08967,unauthorized_transaction,2026-04-06,19,pending
DSP-01820,ORD-02366,item_not_received,2026-04-06,15,pending
DSP-01821,ORD-16311,not_as_described,2026-04-06,1,pending
DSP-01822,ORD-16779,not_as_described,2026-04-06,13,pending
DSP-01823,ORD-06684,duplicate_charge,2026-04-06,16,pending
DSP-01824,ORD-03961,unauthorized_transaction,2026-04-06,5,pending
DSP-01825,ORD-16414,duplicate_charge,2026-04-06,6,pending
DSP-01826,ORD-18015,unauthorized_transaction,2026-04-06,18,pending
DSP-01827,ORD-00697,not_as_described,2026-04-06,7,pending
DSP-01828,ORD-18930,not_as_described,2026-04-06,15,pending
DSP-01829,ORD-07735,item_not_received,2026-04-06,2,pending
DSP-01830,ORD-03411,unauthorized_transaction,2026-04-06,10,pending
DSP-01831,ORD-14038,not_as_described,2026-04-06,7,pending
DSP-01832,ORD-19314,not_as_described,2026-04-07,13,pending
DSP-01833,ORD-13056,not_as_described,2026-04-07,19,pending
DSP-01834,ORD-19000,duplicate_charge,2026-04-07,5,pending
DSP-01835,ORD-13329,unauthorized_transaction,2026-04-07,10,pending
DSP-01836,ORD-15109,duplicate_charge,2026-04-07,11,pending
DSP-01837,ORD-08476,not_as_described,2026-04-07,13,pending
DSP-01838,ORD-00949,unauthorized_transaction,2026-04-07,1,pending
DSP-01839,ORD-18300,not_as_described,2026-04-07,21,pending
DSP-01840,ORD-00933,unauthorized_transaction,2026-04-07,4,pending
DSP-01841,ORD-03384,unauthorized_transaction,2026-04-07,22,pending
DSP-01842,ORD-17301,not_as_described,2026-04-07,2,pending
DSP-01843,ORD-19570,not_as_described,2026-04-07,20,pending
DSP-01844,ORD-06646,not_as_described,2026-04-07,10,pending
DSP-01845,ORD-11347,duplicate_charge,2026-04-07,8,pending
DSP-01846,ORD-00131,item_not_received,2026-04-07,10,pending
DSP-01847,ORD-18614,unauthorized_transaction,2026-04-07,16,pending
DSP-01848,ORD-17619,item_not_received,2026-04-07,6,pending
DSP-01849,ORD-09057,item_not_received,2026-04-07,11,pending
DSP-01850,ORD-08695,unauthorized_transaction,2026-04-07,12,pending
DSP-01851,ORD-02495,not_as_described,2026-04-07,1,pending
DSP-01852,ORD-13605,duplicate_charge,2026-04-07,19,pending
DSP-01853,ORD-18046,unauthorized_transaction,2026-04-07,17,pending
DSP-01854,ORD-06210,not_as_described,2026-04-07,3,pending
DSP-01855,ORD-18471,item_not_received,2026-04-07,15,pending
DSP-01856,ORD-04521,unauthorized_transaction,2026-04-07,12,pending
DSP-01857,ORD-11588,not_as_described,2026-04-07,20,pending
DSP-01858,ORD-07443,not_as_described,2026-04-07,13,pending
DSP-01859,ORD-02515,item_not_received,2026-04-07,1,pending
DSP-01860,ORD-13569,item_not_received,2026-04-07,17,pending
DSP-01861,ORD-11976,duplicate_charge,2026-04-07,18,pending
DSP-01862,ORD-02172,not_as_described,2026-04-07,22,pending
DSP-01863,ORD-01885,item_not_received,2026-04-07,13,pending
DSP-01864,ORD-15833,not_as_described,2026-04-07,20,pending
DSP-01865,ORD-00489,duplicate_charge,2026-04-07,6,pending
DSP-01866,ORD-15852,unauthorized_transaction,2026-04-07,5,pending
DSP-01867,ORD-12080,item_not_received,2026-04-07,1,pending
DSP-01868,ORD-18213,item_not_received,2026-04-07,11,pending
DSP-01869,ORD-17151,duplicate_charge,2026-04-07,20,pending
DSP-01870,ORD-11177,duplicate_charge,2026-04-07,11,pending
DSP-01871,ORD-01752,not_as_described,2026-04-07,8,pending
DSP-01872,ORD-05099,unauthorized_transaction,2026-04-07,19,pending
DSP-01873,ORD-17798,not_as_described,2026-04-07,16,pending
DSP-01874,ORD-13074,not_as_described,2026-04-07,9,pending
DSP-01875,ORD-03059,item_not_received,2026-04-07,11,pending
DSP-01876,ORD-12505,item_not_received,2026-04-07,7,pending
DSP-01877,ORD-17059,item_not_received,2026-04-07,10,pending
DSP-01878,ORD-04370,not_as_described,2026-04-07,1,pending
DSP-01879,ORD-03330,item_not_received,2026-04-07,17,pending
DSP-01880,ORD-09299,item_not_received,2026-04-07,9,pending
DSP-01881,ORD-14539,item_not_received,2026-04-07,16,pending
DSP-01882,ORD-04270,not_as_described,2026-04-07,17,pending
DSP-01883,ORD-18757,item_not_received,2026-04-07,17,pending
DSP-01884,ORD-04118,unauthorized_transaction,2026-04-07,14,pending
DSP-01885,ORD-06702,unauthorized_transaction,2026-04-07,15,pending
DSP-01886,ORD-00342,not_as_described,2026-04-07,8,pending
DSP-01887,ORD-15047,not_as_described,2026-04-07,14,pending
DSP-01888,ORD-03648,unauthorized_transaction,2026-04-07,22,pending
DSP-01889,ORD-16605,not_as_described,2026-04-07,11,pending
DSP-01890,ORD-15580,not_as_described,2026-04-07,1,pending
DSP-01891,ORD-06863,not_as_described,2026-04-07,15,pending
DSP-01892,ORD-11255,unauthorized_transaction,2026-04-07,6,pending
DSP-01893,ORD-19869,duplicate_charge,2026-04-07,14,pending
DSP-01894,ORD-07233,item_not_received,2026-04-07,21,pending
DSP-01895,ORD-03401,not_as_described,2026-04-07,1,pending
DSP-01896,ORD-06215,unauthorized_transaction,2026-04-07,1,pending
DSP-01897,ORD-13647,item_not_received,2026-04-07,24,pending
DSP-01898,ORD-11598,unauthorized_transaction,2026-04-07,14,pending
DSP-01899,ORD-13059,not_as_described,2026-04-07,10,pending
DSP-01900,ORD-13038,not_as_described,2026-04-07,2,pending
DSP-01901,ORD-16598,item_not_received,2026-04-07,21,pending
DSP-01902,ORD-12055,unauthorized_transaction,2026-04-07,1,pending
DSP-01903,ORD-10132,unauthorized_transaction,2026-04-07,17,pending
DSP-01904,ORD-16699,unauthorized_transaction,2026-04-07,10,pending
DSP-01905,ORD-01855,not_as_described,2026-04-07,16,pending
DSP-01906,ORD-11522,not_as_described,2026-04-07,8,pending
DSP-01907,ORD-19364,duplicate_charge,2026-04-07,12,pending
DSP-01908,ORD-18383,duplicate_charge,2026-04-07,1,pending
DSP-01909,ORD-17730,unauthorized_transaction,2026-04-07,3,pending
DSP-01910,ORD-00484,not_as_described,2026-04-07,4,pending
DSP-01911,ORD-12178,not_as_described,2026-04-07,4,pending
DSP-01912,ORD-05000,not_as_described,2026-04-07,8,pending
DSP-01913,ORD-13390,unauthorized_transaction,2026-04-07,9,pending
DSP-01914,ORD-01324,item_not_received,2026-04-07,10,pending
DSP-01915,ORD-04956,not_as_described,2026-04-07,2,pending
DSP-01916,ORD-16860,item_not_received,2026-04-07,13,pending
DSP-01917,ORD-15977,not_as_described,2026-04-07,7,pending
DSP-01918,ORD-08403,unauthorized_transaction,2026-04-07,22,pending
DSP-01919,ORD-05488,unauthorized_transaction,2026-04-07,15,pending
DSP-01920,ORD-13265,unauthorized_transaction,2026-04-07,7,pending
DSP-01921,ORD-11738,item_not_received,2026-04-07,20,pending
DSP-01922,ORD-13959,not_as_described,2026-04-07,20,pending
DSP-01923,ORD-03292,item_not_received,2026-04-07,23,pending
DSP-01924,ORD-11599,item_not_received,2026-04-08,10,pending
DSP-01925,ORD-15889,duplicate_charge,2026-04-08,3,pending
DSP-01926,ORD-00098,duplicate_charge,2026-04-08,4,pending
DSP-01927,ORD-13861,not_as_described,2026-04-08,5,pending
DSP-01928,ORD-09084,item_not_received,2026-04-08,12,pending
DSP-01929,ORD-13227,duplicate_charge,2026-04-08,6,pending
DSP-01930,ORD-07014,item_not_received,2026-04-08,5,pending
DSP-01931,ORD-08337,unauthorized_transaction,2026-04-08,5,pending
DSP-01932,ORD-18672,not_as_described,2026-04-08,2,pending
DSP-01933,ORD-16268,unauthorized_transaction,2026-04-08,16,pending
DSP-01934,ORD-15175,duplicate_charge,2026-04-08,3,pending
DSP-01935,ORD-03530,item_not_received,2026-04-08,13,pending
DSP-01936,ORD-07005,unauthorized_transaction,2026-04-08,17,pending
DSP-01937,ORD-01796,item_not_received,2026-04-08,12,pending
DSP-01938,ORD-03958,not_as_described,2026-04-08,6,pending
DSP-01939,ORD-03048,unauthorized_transaction,2026-04-08,11,pending
DSP-01940,ORD-00446,not_as_described,2026-04-08,1,pending
DSP-01941,ORD-16244,unauthorized_transaction,2026-04-08,24,pending
DSP-01942,ORD-02143,duplicate_charge,2026-04-08,16,pending
DSP-01943,ORD-17642,unauthorized_transaction,2026-04-08,14,pending
DSP-01944,ORD-10999,unauthorized_transaction,2026-04-08,16,pending
DSP-01945,ORD-10149,duplicate_charge,2026-04-08,22,pending
DSP-01946,ORD-07746,unauthorized_transaction,2026-04-08,4,pending
DSP-01947,ORD-19985,not_as_described,2026-04-08,22,pending
DSP-01948,ORD-18391,unauthorized_transaction,2026-04-08,10,pending
DSP-01949,ORD-18180,duplicate_charge,2026-04-08,15,pending
DSP-01950,ORD-14950,not_as_described,2026-04-08,22,pending
DSP-01951,ORD-13300,not_as_described,2026-04-08,2,pending
DSP-01952,ORD-08061,not_as_described,2026-04-08,10,pending
DSP-01953,ORD-08369,unauthorized_transaction,2026-04-08,1,pending
DSP-01954,ORD-18730,duplicate_charge,2026-04-08,3,pending
DSP-01955,ORD-11610,unauthorized_transaction,2026-04-08,4,pending
DSP-01956,ORD-05623,item_not_received,2026-04-08,22,pending
DSP-01957,ORD-00706,not_as_described,2026-04-08,18,pending
DSP-01958,ORD-18350,unauthorized_transaction,2026-04-08,19,pending
DSP-01959,ORD-15609,item_not_received,2026-04-08,24,pending
DSP-01960,ORD-01531,unauthorized_transaction,2026-04-08,5,pending
DSP-01961,ORD-03423,item_not_received,2026-04-08,7,pending
DSP-01962,ORD-10162,unauthorized_transaction,2026-04-08,13,pending
DSP-01963,ORD-05027,duplicate_charge,2026-04-08,15,pending
DSP-01964,ORD-00351,unauthorized_transaction,2026-04-08,17,pending
DSP-01965,ORD-10044,unauthorized_transaction,2026-04-08,15,pending
DSP-01966,ORD-12514,unauthorized_transaction,2026-04-08,7,pending
DSP-01967,ORD-04182,item_not_received,2026-04-08,3,pending
DSP-01968,ORD-17261,item_not_received,2026-04-08,7,pending
DSP-01969,ORD-12177,item_not_received,2026-04-08,9,pending
DSP-01970,ORD-04715,unauthorized_transaction,2026-04-08,8,pending
DSP-01971,ORD-19175,item_not_received,2026-04-08,9,pending
DSP-01972,ORD-15303,unauthorized_transaction,2026-04-08,4,pending
DSP-01973,ORD-11868,not_as_described,2026-04-08,10,pending
DSP-01974,ORD-14519,duplicate_charge,2026-04-08,3,pending
DSP-01975,ORD-09879,not_as_described,2026-04-08,24,pending
DSP-01976,ORD-16207,not_as_described,2026-04-08,5,pending
DSP-01977,ORD-00730,unauthorized_transaction,2026-04-08,4,pending
DSP-01978,ORD-15059,unauthorized_transaction,2026-04-08,19,pending
DSP-01979,ORD-14717,not_as_described,2026-04-08,21,pending
DSP-01980,ORD-18361,unauthorized_transaction,2026-04-08,4,pending
DSP-01981,ORD-03646,item_not_received,2026-04-08,9,pending
DSP-01982,ORD-12332,unauthorized_transaction,2026-04-08,19,pending
DSP-01983,ORD-06055,item_not_received,2026-04-08,23,pending
DSP-01984,ORD-16055,unauthorized_transaction,2026-04-08,11,pending
DSP-01985,ORD-10134,item_not_received,2026-04-08,18,pending
DSP-01986,ORD-02628,item_not_received,2026-04-08,4,pending
DSP-01987,ORD-17893,unauthorized_transaction,2026-04-08,8,pending
DSP-01988,ORD-08939,item_not_received,2026-04-08,9,pending
DSP-01989,ORD-01793,item_not_received,2026-04-08,3,pending
DSP-01990,ORD-03393,not_as_described,2026-04-08,18,pending
DSP-01991,ORD-13492,not_as_described,2026-04-08,17,pending
DSP-01992,ORD-09704,not_as_described,2026-04-08,17,pending
DSP-01993,ORD-06743,duplicate_charge,2026-04-08,8,pending
DSP-01994,ORD-13151,not_as_described,2026-04-08,14,pending
DSP-01995,ORD-08920,duplicate_charge,2026-04-08,19,pending
DSP-01996,ORD-18103,duplicate_charge,2026-04-08,1,pending
DSP-01997,ORD-09111,not_as_described,2026-04-08,4,pending
DSP-01998,ORD-12596,duplicate_charge,2026-04-08,6,pending
DSP-01999,ORD-13045,unauthorized_transaction,2026-04-08,5,pending
DSP-02000,ORD-12841,unauthorized_transaction,2026-04-08,20,pending
DSP-02001,ORD-07972,item_not_received,2026-04-08,3,pending
DSP-02002,ORD-19212,unauthorized_transaction,2026-04-08,21,pending
DSP-02003,ORD-05940,unauthorized_transaction,2026-04-08,4,pending
DSP-02004,ORD-17617,duplicate_charge,2026-04-08,13,pending
DSP-02005,ORD-08352,not_as_described,2026-04-08,1,pending
DSP-02006,ORD-08241,not_as_described,2026-04-08,12,pending
DSP-02007,ORD-12953,item_not_received,2026-04-08,15,pending
DSP-02008,ORD-03544,unauthorized_transaction,2026-04-08,14,pending
DSP-02009,ORD-03379,duplicate_charge,2026-04-08,14,pending
DSP-02010,ORD-05152,unauthorized_transaction,2026-04-08,1,pending
DSP-02011,ORD-14526,item_not_received,2026-04-08,4,pending
DSP-02012,ORD-04006,item_not_received,2026-04-08,22,pending
DSP-02013,ORD-01343,unauthorized_transaction,2026-04-08,24,pending
DSP-02014,ORD-03229,not_as_described,2026-04-08,15,pending
DSP-02015,ORD-02080,duplicate_charge,2026-04-08,17,pending
DSP-02016,ORD-00561,item_not_received,2026-04-08,7,pending
DSP-02017,ORD-00187,not_as_described,2026-04-08,11,pending
DSP-02018,ORD-17478,unauthorized_transaction,2026-04-08,10,pending
DSP-02019,ORD-18390,item_not_received,2026-04-08,17,pending
DSP-02020,ORD-19891,item_not_received,2026-04-08,1,pending
DSP-02021,ORD-09266,unauthorized_transaction,2026-04-08,17,pending
DSP-02022,ORD-13205,item_not_received,2026-04-08,16,pending
DSP-02023,ORD-17922,duplicate_charge,2026-04-08,6,pending
DSP-02024,ORD-15397,unauthorized_transaction,2026-04-08,16,pending
DSP-02025,ORD-02223,unauthorized_transaction,2026-04-08,3,pending
DSP-02026,ORD-16143,unauthorized_transaction,2026-04-08,6,pending
DSP-02027,ORD-11518,item_not_received,2026-04-08,21,pending
DSP-02028,ORD-19567,not_as_described,2026-04-08,19,pending
DSP-02029,ORD-13127,not_as_described,2026-04-08,9,pending
DSP-02030,ORD-09672,not_as_described,2026-04-08,9,pending
DSP-02031,ORD-01237,item_not_received,2026-04-08,18,pending
DSP-02032,ORD-02326,unauthorized_transaction,2026-04-09,5,pending
DSP-02033,ORD-16413,not_as_described,2026-04-09,9,pending
DSP-02034,ORD-01342,not_as_described,2026-04-09,24,pending
DSP-02035,ORD-07433,item_not_received,2026-04-09,5,pending
DSP-02036,ORD-16052,item_not_received,2026-04-09,18,pending
DSP-02037,ORD-02294,item_not_received,2026-04-09,15,pending
DSP-02038,ORD-05678,unauthorized_transaction,2026-04-09,9,pending
DSP-02039,ORD-04616,not_as_described,2026-04-09,2,pending
DSP-02040,ORD-14710,item_not_received,2026-04-09,24,pending
DSP-02041,ORD-19842,duplicate_charge,2026-04-09,1,pending
DSP-02042,ORD-01944,duplicate_charge,2026-04-09,9,pending
DSP-02043,ORD-12799,duplicate_charge,2026-04-09,1,pending
DSP-02044,ORD-18534,unauthorized_transaction,2026-04-09,4,pending
DSP-02045,ORD-16529,item_not_received,2026-04-09,1,pending
DSP-02046,ORD-07314,not_as_described,2026-04-09,2,pending
DSP-02047,ORD-01739,duplicate_charge,2026-04-09,16,pending
DSP-02048,ORD-10036,not_as_described,2026-04-09,23,pending
DSP-02049,ORD-10286,not_as_described,2026-04-09,7,pending
DSP-02050,ORD-13318,not_as_described,2026-04-09,2,pending
DSP-02051,ORD-18729,duplicate_charge,2026-04-09,8,pending
DSP-02052,ORD-11011,unauthorized_transaction,2026-04-09,22,pending
DSP-02053,ORD-12216,item_not_received,2026-04-09,21,pending
DSP-02054,ORD-12329,unauthorized_transaction,2026-04-09,6,pending
DSP-02055,ORD-14170,item_not_received,2026-04-09,19,pending
DSP-02056,ORD-19222,not_as_described,2026-04-09,11,pending
DSP-02057,ORD-04593,unauthorized_transaction,2026-04-09,18,pending
DSP-02058,ORD-10147,item_not_received,2026-04-09,16,pending
DSP-02059,ORD-04415,unauthorized_transaction,2026-04-09,20,pending
DSP-02060,ORD-15978,not_as_described,2026-04-09,14,pending
DSP-02061,ORD-15247,duplicate_charge,2026-04-09,19,pending
DSP-02062,ORD-16043,unauthorized_transaction,2026-04-09,24,pending
DSP-02063,ORD-12416,unauthorized_transaction,2026-04-09,13,pending
DSP-02064,ORD-10501,not_as_described,2026-04-09,2,pending
DSP-02065,ORD-18779,item_not_received,2026-04-09,20,pending
DSP-02066,ORD-17555,unauthorized_transaction,2026-04-09,15,pending
DSP-02067,ORD-03049,not_as_described,2026-04-09,22,pending
DSP-02068,ORD-08738,item_not_received,2026-04-09,10,pending
DSP-02069,ORD-14757,not_as_described,2026-04-09,8,pending
DSP-02070,ORD-16628,duplicate_charge,2026-04-09,2,pending
DSP-02071,ORD-15935,unauthorized_transaction,2026-04-09,7,pending
DSP-02072,ORD-05831,item_not_received,2026-04-09,5,pending
DSP-02073,ORD-03665,duplicate_charge,2026-04-09,15,pending
DSP-02074,ORD-13824,item_not_received,2026-04-09,11,pending
DSP-02075,ORD-14964,not_as_described,2026-04-09,16,pending
DSP-02076,ORD-06111,not_as_described,2026-04-09,9,pending
DSP-02077,ORD-17061,item_not_received,2026-04-09,1,pending
DSP-02078,ORD-13191,not_as_described,2026-04-09,15,pending
DSP-02079,ORD-06990,not_as_described,2026-04-09,11,pending
DSP-02080,ORD-05876,not_as_described,2026-04-09,3,pending
DSP-02081,ORD-11426,not_as_described,2026-04-09,20,pending
DSP-02082,ORD-16627,item_not_received,2026-04-09,3,pending
DSP-02083,ORD-07445,duplicate_charge,2026-04-09,15,pending
DSP-02084,ORD-14401,item_not_received,2026-04-09,14,pending
DSP-02085,ORD-13767,unauthorized_transaction,2026-04-09,19,pending
DSP-02086,ORD-18637,unauthorized_transaction,2026-04-09,24,pending
